STOPID,SHORTNAME,LONGNAME,LONGITUDE,LATITUDE
518118,K27C52,Kr 27 entre 52 y 54,-76.49938944,3.43174167
518119,K27C70,Kr 27 entre Cl 70 y 56A,-76.49806722,3.43128306
518120,K27C50,Kr 27 entre Cl 50 y 49,-76.50080250,3.43266722
518121,K27D28B,Kr 27 entre Dg 28B y Cl 39,-76.50325000,3.43389889
518122,K27C33H,Kr 27 entre Cl 33H y 34,-76.50591444,3.43348944
518123,D24CT25,Dg 24C entre Tr 25 y 29,-76.51193278,3.43428972
518126,C44K31,Cl 44 entre Kr 31 y 29B,-76.50575750,3.42501472
518129,D30K33,Dg 30 entre Kr 33 y 33A,-76.50731417,3.42252472
518130,C70D28EK,Cl 70 entre Dg 28EBis y Kr 28EBis,-76.50070083,3.42675611
518131,T29C44,Tr 29 con Calle 44,-76.50477889,3.42643722
518132,C44T29K2,Cl 44 entre Tr 29 y kr 28F,-76.50468250,3.42718556
518133,C44K28ET,Cl 44 entre Kr 28E y Tr 28D,-76.50342139,3.42961056
518134,C44K28A,Cl 44 entre Kr 28 y 27A,-76.50205639,3.43234028
518135,C44K26L,C44 entre Kr 26L y 26K,-76.50050167,3.43534028
518136,C52K2625,Cl 52 entre Kr 26 y 25A,-76.49778611,3.43753083
518143,C44T28D,Cl 44 entre Tr 28D y 33H,-76.50352528,3.42995889
518147,C70K25,Cl 70 entre Kr 25 y 25A,-76.49343972,3.43948306
518148,C70K26F,Cl 70 entre Kr 26D y 26F,-76.49539639,3.43590194
518149,C70K34,Cl 70 entre Kr 34 y 35,-76.50727944,3.42047444
518150,C70K28B,Cl 70 entre Kr 28B y 27,-76.49724694,3.43062000
518152,D19T28A,Dg 19 entre Tr 28A y 28,-76.51483083,3.43788972
518153,C52K22,Cl 52 entre Kr 22 y 20,-76.49937278,3.44208028
518154,K23C25T2,Kr 23 entre Cl 25 y Tr 25E,-76.51900472,3.43542472
518155,C52K24B,Cl 52 entre Kr 24B y 24A,-76.49850028,3.43948750
518156,C44K21,Cl 44 entre Kr 21 y 19,-76.50199083,3.44137556
518157,C44K20,Cl 44 entre Kr 20 y 22,-76.50202944,3.44106028
518158,C44K24,Cl 44 entre K24 y 24A,-76.50138222,3.43926667
518159,C44K25,Cl 44 entre Kr 25 y 25A,-76.50061611,3.43720611
518160,C44C43,Cl 44 entre Cl 43 y 42A,-76.50064000,3.43546222
518161,C44K28,Cl 44 entre Kr 28 y 28A,-76.50239083,3.43208444
518162,C44T33E,Cl 44 entre Tr 33E y 29,-76.50473972,3.42752111
518164,C70K26P,Cl 70 entre Kr 26P y 27,-76.49777417,3.43128250
518165,K39C26D,Kr 39 entre Cl 26C y 26B,-76.51843639,3.41944722
518169,C70K28C,Cl 70 entre Kr 28C y 28B,-76.49800528,3.42913861
518170,PTR82,Punto de Retorno 82,-76.50609806,3.42130389
518171,C70K26E,Cl 70 entre Kr 26E y 26F,-76.49505167,3.43654083
518173,C27K271,Cl 27 entre Kr 27 y 28,-76.51677306,3.42948722
518174,K29C31A,Kr 29 entre 31A y 30,-76.51422556,3.42853778
518175,C30T25,Cl 30 entyre Tr 25 y Kr 23B,-76.51315778,3.43340889
518176,C30K24,Cl 30 entre Kr 24 y 25A,-76.51428028,3.43184639
518177,C30K27,Cl 30 entre Kr 27 y 28,-76.51452417,3.42989139
518178,K29C29,Kr 29 entre Cl 29 y 30,-76.51425083,3.42834333
518179,K29C32,Kr 29 entre Cl 31A y 32,-76.51207139,3.42811778
518180,C32K29B,Cl 32 entre Kr 29B,-76.51187889,3.42658778
518181,D30K36,Dg 30 entre Kr 36 y 37,-76.50848972,3.42023528
518182,PTR83,Punto de Retorno 83,-76.49637194,3.43315139
518185,K27C71,Kr 27entre Cl 71 y 71A,-76.49654694,3.43071944
518186,D72MK26M,Dg 72M entre Kr 26M y 26L,-76.49392667,3.43156028
518187,K26ID72A,Kr 26I entre Dg 72A y 71B,-76.49221250,3.43364861
518188,K27C72,Kr 27 entre Cl 72 y 71B,-76.49567222,3.43068528
518189,C70K27,Cl 70 entre Kr 27 y 26M,-76.49695639,3.43117778
518190,K23C28A2,Kr 23 entre C28A2 y 28,-76.51498639,3.43648556
518191,K23T2512,Kr 23 entre Tr 25 y 2512,-76.51699389,3.43620111
519007,C26K13,Cl 26 entre Kr 13 y 12,-76.51795833,3.44689667
519008,C26K11B,Cl 26 entre Kr 11B y 10,-76.51779722,3.44952000
519015,C10K32A,Cl 10 entre Kr 32A y 33,-76.53374833,3.42636000
519016,C10K33,Cl 10 entre Kr 33 y 32A,-76.53333500,3.42600167
519017,C10K32,Cl 10 entre Kr 30 y 32,-76.53277500,3.42825333
519018,C10K31,Cl 10 entre Kr 31 y 30,-76.53199333,3.42848667
519019,D23T11,Dg 23 entre Tr 11 y 10,-76.53024833,3.43033167
519020,D23T12,Dg 23 entre Tr 12A y 13,-76.52958639,3.43020833
519021,C13D231,Cl 13 entre Kr 23D y D23,-76.52818111,3.43302472
519022,C13D232,Cl 13 entre Dg 23 y K23D,-76.52791500,3.43286917
519024,C13K22B,Cl 13 entre Kr 23 y 22B,-76.52812222,3.43622694
519025,C13K20,Cl 13 entre Kr 20 y 21,-76.52846583,3.43820472
519026,C13K21,Cl 13 entre Kr 21 y 20,-76.52822167,3.43845167
519027,C9K32A,Cl 9 entre Kr 32A y 32,-76.53689722,3.42762806
519028,C9K31,Cl 9 entre Kr 31 y 30,-76.53631556,3.42956944
519029,C9K27,Cl 9 entre Kr 28 y 27,-76.53550278,3.43227611
519030,C9K23D,Cl 9 entre Kr 23D y 23C,-76.53471667,3.43488028
519031,C9K19,Cl 9 entre Kr 19 y 17,-76.53347667,3.43895500
519033,C21K1,Cl 21 entre Kr 1 y 2,-76.52575500,3.45769000
519034,K5C21,Kr 5 entre Cl 21 y 22,-76.52421972,3.45518389
519035,K5C24,Kr 5 entre Cl 24 y 25,-76.52075500,3.45675500
519038,A4NC5,Av 4N entre Cl 5 y 6 Oeste,-76.54614361,3.45380278
519039,A4NC6,Av 4N entre Cl 6 y 7 Oeste,-76.54863861,3.45444972
519040,K1C9OE,Kr 1 entre Cl 9 y 10 Oe,-76.55072389,3.45201361
519041,C7OEAV1,Cl 7 Oe con Av 1,-76.54957278,3.45327000
519042,C5OEK1A,Cl 5 Oeste entre Kr 1A y 1B Oeste,-76.54669139,3.45309250
519043,K1C5OE,Kr 1 entre Kr 1C y Cl 5 Oeste,-76.54495556,3.45056472
519045,K8C25,Kr 8 entre Cl 25 y 24,-76.51976500,3.45271500
519046,K8C21,Kr 8 entre Cl 21 y 20,-76.52341833,3.45166056
519047,K8C16,Kr 8 entre Cl 16 y 15,-76.52799333,3.45021500
519048,K5C15,Kr 5 entre Cl 15  y 16,-76.52896472,3.45299639
519049,K5C19,Kr 5 entre Cl 19 y 20,-76.52570000,3.45454333
519050,C9K12,Cl 9 entre Kr 13 y 12,-76.53323250,3.44472972
519051,C10K10,Cl 10 entre Kr 10 y 12,-76.53263528,3.44650806
519052,C10K13,Cl 10 entre Kr 13 y 14,-76.53220611,3.44368472
519056,K23AC12A,Kr 23A entre Cl 12A y 13,-76.52857861,3.43500889
519059,C10K19,Cl 10 entre Kr 19 y 20,-76.53158083,3.43899611
519061,C15K19A,Cl 15 entre Kr 19A y 18A,-76.52592500,3.43947444
519062,C10K22,Cl 10 entre Kr 22 y 23,-76.53127250,3.43632667
519064,C25K12,Cl 25 entre Kr 12 y 13A,-76.51861333,3.44572333
519067,C9K15,Cl 9 entre Kr 15 y 14A,-76.53318861,3.44231083
519068,C9K8,Cl 9 entre Kr 8 y 6,-76.53400056,3.44949056
519069,C5K5,Cl 5 entre Kr 5 y 6,-76.53725333,3.44856333
519070,K4C9,Kr 4 entre Cl 9 y 8,-76.53486250,3.45110417
519071,K4C5,Kr 4 entre Cl 5 y 4,-76.53802944,3.44960139
519072,K3C1OE,Kr 3 entre Cl 1 y 2 Oeste,-76.54140083,3.44969611
519073,K2C2OE,Kr 2 entre Cl 2 y 3 Oeste,-76.54239944,3.45083889
519074,K1C11OE,Kr 1 entre Cl 11 y 12 Oe,-76.55344833,3.45068861
519075,K2OEC14,Kr 20E entre Cl 14 y 15 Oe,-76.55675944,3.44782500
519076,K2C13OE,Kr 2 entre Cl 13 y 12 Oe,-76.55392833,3.44956556
519077,K2C11OE,Kr 2 entre Cl 11 y 10 Oe,-76.55094111,3.45099000
519078,K2C8OE,Kr 2 entre Cl 8 y 7 Oe,-76.54887278,3.45178556
519079,K1C2A,Kr 1 entre Cl 2 y 2A,-76.53986917,3.45042083
519080,K10C7,Kr 10 entre Cl 7 y 8,-76.53459611,3.44648028
519081,C5K15,Cl 5 entre Kr 15 y 16,-76.53677250,3.44262028
519082,C5K19,Cl 5 entre Kr 19 y 22,-76.53711417,3.44053417
519083,K23C5,Kr 23 entre Cl 5 y 3A,-76.53817167,3.43909333
519084,K23C2,Kr 23 entre Cl 2 y 1A,-76.54066333,3.44064583
519086,K24CC6,Kr 24C entre Cl 6 y 9,-76.54588139,3.44189778
519087,K24CC61,Kr 24C entre Cl 6 y  9,-76.54818972,3.44286056
519088,K14C9,Kr 14 entre Cl 9 y 8,-76.54797167,3.44433000
519089,K14C6,Kr 14 entre Cl 6 y 7,-76.54538667,3.44421667
519090,K14C3,Kr 14 entre Cl 3 y 2,-76.54249083,3.44343583
519092,K14C31,Kr 14 entre Cl 3 y 4,-76.53860361,3.44374083
519093,C4BK27,Cl 4B entre Kr 27 y 34,-76.54219111,3.43393222
519094,K34C4,Kr 34 entre Cl 4 y 3,-76.54462667,3.43460500
519095,C3OK34,Cl 3 Oe entre Kr 34 y 27,-76.54539639,3.43667528
519096,K27C5O,Kr 27 con Cl 5 Oe,-76.54679444,3.43966083
519097,K27C9O2,Kr 27 con Cl 9 Oe,-76.54847861,3.44337944
519098,K6C8O,Kr 6 con Cl 8 Oe,-76.54723861,3.44532806
519099,K4C6O,Kr 4 entre Cl 6 y 7 Oe,-76.54714806,3.44693139
519100,K4C8O2,Kr 4 entre Cl 8 y 9 Oe,-76.54865000,3.44687167
519101,K4C11O,Kr 4 entre Cl 11 y 12 Oe,-76.55056528,3.44617639
519103,K4C12O,Kr 4 entre Cl 12 y 11 Oe,-76.55047222,3.44616611
519104,K4C9O,Kr 4 entre Cl 9 y 8 Oe,-76.54869667,3.44681417
519105,K4C7O,Kr 4 entre Cl 7 y 6 Oe,-76.54733944,3.44684250
519106,K6C8O1,Kr 6 con Cl 8 Oe,-76.54794833,3.44542056
519107,K27C9O1,Kr 27 con Cl 9 Oe,-76.54849889,3.44306194
519108,C5OK24E,Cl 5 Oe entre Kr 24E y 24F,-76.54743250,3.44025833
519109,K27C3O,Kr 27 entre Cl 3 y 2 Oe,-76.54499250,3.43665528
519110,K27C3,Kr 27 entre Cl 3 y 4,-76.54366444,3.43543944
519111,C1K13A,Cl 1 entre Kr 13A y 13,-76.54127917,3.44420583
519112,A1K2,Av 1 entre Kr 2 y Cl 2 OE,-76.54231306,3.45108306
519113,K24CC4OE,Kr 24C entre Cl 4 OE y 5 OE,-76.54412417,3.44097694
519115,C11OEK24,Cl 11 Oe con Kr 24D,-76.54881389,3.44218083
519117,C5K22,Cl 5 entre Kr  22 y 23,-76.53765167,3.43944167
519119,K10C10,Kr 10 entre Cl 10 y 11,-76.53231694,3.44693139
519120,K10C12,Kr 10 entre Cl 12 y 13,-76.53033917,3.44749306
519121,C21K10,Cl 21 entre Kr 9 y 10,-76.52287500,3.44975806
519122,AV2OE,Av 2 Oeste,-76.55883028,3.44707056
519123,AV2OEC20,Av 2 Oeste con Cl 20,-76.56153583,3.44764917
519124,AV2OEATE,Av 2 Oeste Sector Atenas,-76.56373722,3.44793167
519125,AV2OC201,Av 2 Oeste con Cl 20,-76.56176583,3.44761583
519126,AV2OEBEL,Av 2 Oeste a Bellavista,-76.55918056,3.44703694
519127,K2OEC141,Kr 2 Oeste entre Cl 14 y Kr 2A1,-76.55651000,3.44791056
519128,K4C12AO,Kr 4 entre Cl 12A y 13 Oeste,-76.55279972,3.44522111
519129,C13OK15,Cl 13 Oeste con Kr 15,-76.55386528,3.44360083
519130,C14OK23C,Cl 14 oeste entre Kr 23C y 24D,-76.55206472,3.44155889
519131,C14OK24C,Cl 14 Oeste entre Kr 24C y 24B,-76.55232389,3.44196750
519132,C14OK15,Cl 14 Oeste entre Kr 15 y 16,-76.55394528,3.44334500
519133,K4C13O,Kr 4 entre Cl 13 y 12A Oeste,-76.55272750,3.44518722
519135,C5K6Y9,Cl 5 entre Kr 6 y 9 Clinica Comfenalco,-76.53693167,3.44742833
519136,C5K13,Cl 5 entre Kr 13 y 14,-76.53676000,3.44418333
519137,C7K25,Cl 7 entre Kr 25 y 24 Bomberos,-76.53728833,3.43589833
519138,C5K14Y13,Cl 5 entre Kr 14 y 13 Puente Peatonal,-76.53653500,3.44435500
519139,K10C15,Kr 10 entre Cl 15 y 16,-76.52702250,3.44796639
519140,K10C19,Kr 10 entre Cl 19 y 20,-76.52370833,3.44885000
519141,K10C22A,Kr 10 entre Cl 22A y 23,-76.52061139,3.44961806
519142,C13K231,Cl 13 entre Kr 23 y 23A,-76.52835667,3.43562111
519144,C14OK24B,Cl 14 Oe entre Kr 24C y 24B,-76.55283722,3.44206806
519145,K32C8,Kr 32 entre Cl 8 y 7,-76.53818833,3.42833000
519146,C7K30,Cl 7 entre Kr 30 y 29,-76.53746833,3.43139667
519147,C7K23B,Cl 7 entre  Kr 23B y 23,-76.53664667,3.43730833
519148,K23C13A,Kr 23 entre Cl 13A y 14,-76.52716222,3.43585028
519149,C8K19,Cl 8 entre Kr 19 y 22,-76.53492833,3.43887750
519153,C15K23,Cl 15 entre Kr 23 y 23A,-76.52622389,3.43540167
519160,K14C2Y2A,Kr 14 entre Cl 2 y 2A,-76.54034472,3.44341417
519161,A4NC3,Av 4N entre Cl 3 y 4 OE,-76.54405167,3.45142917
519162,K1C7OE,Kr 1 entre Cl 7 y 5 Oe,-76.54798944,3.45359833
519163,C8AV3,Cl 8 entre Av 3 y 4,-76.53677583,3.45405500
519164,A4NC18,Av 4N entre Cl 18 y 19,-76.52940167,3.45953333
519165,A4NC21,Av 4N entre Cl 21 y 22,-76.52786667,3.46161000
519166,A4NC23,Av 4N entre Cl 23 y 24,-76.52638722,3.46396056
519167,C7K27,Cl 7 entre Kr 27 y 26,-76.53743167,3.43408167
519169,C25K11,Cl 25 entre Kr 11 y 11B,-76.51840722,3.44916556
519174,C21K7A,Cl 21 entre Kr 7 y 7A,-76.52359194,3.45279944
519175,C21K5,Cl 21 entre Kr 4 y 5,-76.52471222,3.45535972
519176,C8K6,Cl 8 entre Kr 6 y 8,-76.53465750,3.44876556
519177,C8K23A,Cl 8 entre Kr 23A y 23C,-76.53574472,3.43614778
519178,C8K27,Cl 8 entre Kr 27 y 28,-76.53650889,3.43265417
519179,C8K30,Cl 8 entre Kr 30 y 30A,-76.53723417,3.42983444
519180,C8K32,Cl 8 entre Kr 32 y 32A,-76.53783611,3.42786500
519181,A4OEC5,Av 4 Oeste con  Cl 5,-76.54819250,3.45532472
519182,A15OEC7,Av 15 Oeste con Cl 7,-76.54958222,3.45799556
519183,A15OEC9A,Av 15 Oeste Cl 9A,-76.55101917,3.45950528
519184,A15OC9A2,Av 15 Oeste Cl 9A 2,-76.55322139,3.46018444
519185,PRAUSA1,Puente del Rio Aguacatal Urbanizacion Se,-76.55562056,3.45965944
519186,C11OEK15,Cl 11 Oeste con Kr 15A,-76.55908472,3.46191722
519187,C14OEK12,Cl 14 Oeste con Kr 12A,-76.55998139,3.46131889
519188,A9OE,Av 9 Oeste,-76.56140000,3.45960972
519189,A9OE2,Av 9 Oeste 2,-76.56317056,3.45757750
519190,A9AOE22A,Av 22 Oeste entre  Cl 22A y 23 Bis,-76.56461250,3.45577500
519191,A9AOE24,Av 9A Oeste con Cl 24,-76.56520722,3.45593250
519192,A9AOE241,Av 9A Oeste con Cl 24 - 1,-76.56553250,3.45586500
519193,A9AOE23B,Av 9A Oeste entre Cl 23 Bis y 22A,-76.56439000,3.45561722
519194,A9OE1,Av 9 Oeste - 1,-76.56279889,3.45778389
519195,A9OE3,Av 9 Oeste - 3,-76.56087111,3.46011500
519196,C14OK121,Cl 14 Oeste con Kr 12A Oeste,-76.55997333,3.46077250
519197,C11OK15A,Cl 11 Oeste con Kr 15A,-76.55905861,3.46155667
519198,PRAUSA2,Puente del Rio Aguacatal Urbanizacion Se,-76.55552361,3.45951556
519199,A15OC9A1,Av 15 Oeste con Cl 9A - 1,-76.55323972,3.46005333
519200,A15OC9A3,Av 15 Oeste con Cl 9A,-76.55135750,3.45964389
519201,A15OEC71,Av 15 Oeste con Cl 7 - 1,-76.54968583,3.45784667
519202,A40OEC51,Av 4 Oeste con Cl 5 - 1,-76.54813750,3.45514694
519205,C15K18A,Cl 15 entre Kr 18A y 19,-76.52611917,3.44011056
519263,K27C4,Kr 27 entre Cl 4 y 5 Oe,-76.54581889,3.43810417
519264,K27C5OE,Kr 27 entre  Cl 5  y 4 Oe,-76.54590972,3.43822056
519266,C5K7,Cl 5 entre Kr 7 y 6,-76.53681833,3.44803167
519270,C5K15C6,Cl 5 entre Kr 15 y Cl 6,-76.53630000,3.44166667
519281,C9K14A,Cl 9 entre Kr 14A y 14,-76.53318889,3.44284028
519282,C5K27,Cl 5 entre Kr 27 y 34,-76.54202694,3.43363528
519283,C15K16,Cl 15 entre Kr 16 y 17,-76.52612667,3.44156389
519284,C21K11B,Cl 21 entre Kr 11B y 11D,-76.52217722,3.44733000
600100,TMENGA1,Terminal Menga C1,-76.50918028,3.48919806
600101,TMENGA2,Terminal Menga C2,-76.50893750,3.48910306
600102,TMENGA3,Terminal Menga C3,-76.50851528,3.48896611
600103,TMENGA4,Terminal Menga C4,-76.50816167,3.48886056
600104,TMENGA5,Terminal Menga B1,-76.50795667,3.48921056
600105,TMENGA6,Terminal Menga B2,-76.50823611,3.48930028
600106,TMENGA7,Terminal Menga B3,-76.50861083,3.48939528
600107,TMENGA8,Terminal Menga B4,-76.50890639,3.48945833
600108,TMENGA9,Terminal Menga A1,-76.50773806,3.48941528
600109,TMENGA10,Terminal Menga A2,-76.50791222,3.48947833
600110,TMENGA11,Terminal Menga A3,-76.50810750,3.48953639
600111,TMENGA12,Terminal Menga A4,-76.50827528,3.48956889
600112,TMENGA13,Terminal Menga A5,-76.50843972,3.48960472
600158,A.SANI10,Terminal Andres Sanin E3,-76.48265444,3.44337667
600159,A.SANI11,Terminal Andres Sanin E2,-76.48308667,3.44337111
600163,A.SANI15,Terminal Andres Sanin E1,-76.48351694,3.44334194
600200,CHIMI3,Chiminangos A2,-76.49837833,3.48138833
600201,CHIMI2,Chiminangos B1,-76.49807667,3.48160167
600250,FLORAI1,Flora Industrial A1,-76.50242833,3.47815833
600251,FLORAI2,Flora Industrial B1,-76.50209500,3.47835500
601850,UDP1,Unidad Deportiva A1,-76.54840167,3.41527167
601851,UDP2,Unidad Deportiva B1,-76.54823833,3.41458667
601853,UDP4,Unidad Deportiva B2,-76.54822667,3.41499333
601854,UDP5,Unidad Deportiva A3,-76.54845000,3.41447667
601855,UDP6,Unidad Deportiva B3,-76.54824639,3.41534083
602100,CAPRI1,Capri A1,-76.54508500,3.38828000
602101,CAPRI2,Capri B1,-76.54479528,3.38782361
602103,CAPRI4,Capri B2,-76.54486167,3.38828000
602300,UNIV1,Universidades A1,-76.52925167,3.36700500
602303,UNIV4,Universidades B2,-76.52939500,3.36718333
602600,N.LATIR2,Nuevo Latir B1,-76.48674361,3.41832444
602601,N.LATIR1,Nuevo Latir A1,-76.48684028,3.41847861
612022,A3NC31,Av 3N entre Cl 31 y 30,-76.52206083,3.47064083
614405,RPETM,Retorno Patio ETM,-76.47558611,3.40540833
5111214,K125C20,K 125 con CL 20,-76.52950167,3.33845389
