STOPID,SHORTNAME,LONGNAME,LONGITUDE,LATITUDE
513142,C73K4,Cl 73 entre Kr 4 y 3,-76.48120722,3.47123694
513143,C73K1I,Cl 73 entre Kr 1I y 1J,-76.48277000,3.47443167
513144,C73K1G,Cl 73 entre Kr 1G y 1F,-76.48342500,3.47656167
513147,C52K3Y4B,Cl 52 entre Kr 3 y 4B,-76.50127444,3.46471000
513148,K5C52,Kr 5 entre Cl 52 y 47,-76.50204000,3.46244667
513149,C34K6A,Cl 34 entre Kr 6A y 7,-76.51288000,3.45719667
513150,C73K1D,Cl 73 entre Kr 1D y 1C1,-76.48405500,3.47839500
513151,C73K1A14,Cl 73 entre Kr 1A14 y 1A13,-76.48498833,3.48137667
513152,C73K1A82,Cl 73 entre Kr 1A8 y 1A7,-76.48584667,3.48392333
513153,C73K1A4E,Cl 73 entre Kr 1A4E y 1A4D,-76.48686500,3.48723833
513157,K1C70A1,Kr 1 entre Cl 70A y 71,-76.49277361,3.48974917
513158,C73K1B21,Cl 73 entre Kr 1B2 y 1B3,-76.48484000,3.47946000
513159,C73K1E,Cl 73 entre Kr 1E y 1F,-76.48401000,3.47671833
513160,C73K2A,Cl 73 entre Kr 2A y 2B,-76.48295167,3.47345333
513161,C73AK3,Cl 73A entre Kr 3 y 4,-76.48195667,3.47154833
513162,C73AK5,Cl 73A con Kr 5,-76.48056667,3.46884833
513163,C73K1A2C,Cl 73 entre Kr 1A2C y 1A2B,-76.48757833,3.48950667
513164,C62K1BIS,Cl 62 entre Kr 1Bis y 1A,-76.49731583,3.47985806
513166,C62AK1B4,Cl 62A entre Kr 1B4 y 1B5,-76.49343806,3.47649111
513167,C62AK1A8,Cl 62A entre Kr 1A8 y 1A7,-76.49284972,3.47911139
513168,C66K1A15,Cl 66 con Kr 1A15,-76.49141944,3.47944861
513172,K5NC67N,Kr 5N entre Cl 67 y 65,-76.50133861,3.48527861
513173,K5NC61N,Kr 5n entre Cl 60N y 61N,-76.50252056,3.48260611
513174,K5NC57N,Kr 5N entre Cl 56N Y 57N,-76.50377528,3.48119139
513175,K5NC55N,Kr 5N con Cl 55 y 52,-76.50508639,3.47972611
513176,K5NC51AN,Kr 5N con Cl 52 y 51,-76.50694806,3.47759111
513177,K5NC47N,Kr 5N entre Cl 47N y 48N,-76.50890667,3.47529667
513178,K5NC46N,Kr 5N con Cl 46 y 45A,-76.51031667,3.47370694
513182,K1C47Y50,Kr 1 entre Cl 47N y 50N,-76.50655250,3.47363528
513183,C62K1B,Cl 62 entre Kr 1B y 1C,-76.49462417,3.47728722
513185,K1C56,Kr 1 entre Cl 56 y 57 Comfandi IPS,-76.50112750,3.47882167
513186,C56K1C,Cl 56 entre Kr 1D y 1C,-76.49962833,3.47347722
513187,C56K1C1,Cl 56 entre Kr 1C y 1B,-76.50021750,3.47565806
513188,K5C55,Kr 5 entre Cl55 y 54,-76.49814806,3.46355389
513189,K5C59,Kr 5 entre Cl 59 y 58,-76.49504833,3.46448861
513190,K5C62,Kr 5 entre Cl 62 y 60,-76.49244833,3.46526167
513191,C52K7N,Cl 52 entre Kr 7N y 9N,-76.50741444,3.47956889
513192,C52K1-1D,Cl 52 entre Kr 1 y 1D,-76.50382528,3.47448528
513193,C52K1D3,Cl 52 entre Kr 1 y 1D Centro Comercial C,-76.50306417,3.47183472
513194,C52K1D2,Cl 52 entre Kr 1D1 y 1D2,-76.50259556,3.46980750
513195,K2C49,Kr 2 entre Cl 49 y 47,-76.50391139,3.46759222
513196,C47K1D,Cl 47 entre Kr 1D Bis y 1D,-76.50502250,3.47072028
513197,K1DC56-1,Kr 1D entre Cl 56 y 58,-76.49888389,3.47276417
513198,K1DC59,Kr 1D entre Cl 59 y 59B,-76.49680639,3.47338167
513199,K1DC60A,Kr 1D entre Cl 60A y 60A1,-76.49495583,3.47396389
513200,C62K1D,Cl 62 entre Kr 1D y 1D Bis,-76.49329639,3.47391389
513201,C62K1G,Cl 62 entre Kr 1G y 1G1,-76.49289250,3.47258056
513202,C62K2B1,Cl 62 entre Kr 2 y 2B1,-76.49201472,3.46958056
513203,C70K1CAI,Cl 70 entre Kr 1 y 1A5 CAI,-76.49380667,3.48511833
513204,K1C38,Kr 1 entre Cl 38 y 35,-76.51424028,3.46530611
513205,C34K2AN,Cl 34 entre Kr 2AN y 5N,-76.51648000,3.46644528
513206,K5C38A,Kr 5N entre Cl 38A y 39,-76.51561194,3.46860611
513207,K5C42A,Kr 5N entre Cl 42 y 42A,-76.51303056,3.47088500
513208,K5C45A,Kr 5N entre Cl 45 y 45A,-76.51092944,3.47282472
513210,K5C51A,Kr 5N entre Cl 51A y 51B,-76.50680361,3.47754139
513211,K5NC63,Kr 5N entre Cl 63N y 65N,-76.50153583,3.48431472
513212,C62K1C,Cl 62 entre Kr 1D y 1C,-76.49358000,3.47566583
513214,C62K1A5A,Cl 62 entre Kr 1A5A y 1 Bis,-76.49679361,3.47962694
513215,K2C70,Kr 2 entre Cl 70 y 69,-76.48753722,3.47255917
513216,C44K6N,Cl 44 entre Kr 6N y 5N,-76.51226167,3.47253000
513218,C44K1D,Cl 44 entre Kr 1D1 y 1D,-76.50930111,3.46901639
513219,C44K1D1,Cl 44 entre Kr 1D1 y 1H,-76.50924333,3.46815722
513220,C44K2,Cl 44 entre Kr 2 y 2B,-76.50844528,3.46503750
513222,C44K6A,Cl 44 entre Kr 7 y 6A,-76.50685333,3.45941639
513224,C44K1E,Cl 44 entre Kr 2 y 1E,-76.50850472,3.46609028
513231,C70K1B,Cl 70 entre Kr 1B y 1B1,-76.48915167,3.47911972
513232,C44K4B1,Cl 44 entre Kr 4B y 4,-76.50751417,3.46220167
513233,C44K6B1,Cl 44 entre Kr 6B y 6C,-76.50701000,3.45923556
513234,C44K4A1,Cl 44 entre Kr 4 y 4A,-76.50772306,3.46224500
513235,C44K2N,Cl 44 entre Kr 2N y 3AN,-76.51066278,3.47096472
513236,C44K7N,Cl 44 entre Kr 6N y 7N,-76.51247722,3.47306472
513237,C73AK1A,Cl 73A entre Kr 1A y 1A1,-76.48607528,3.49121444
513238,C76K1A4A,Cl 76 entre Kr 1A4A Y 1A4A BIS,-76.48512917,3.48880194
513239,C76K1A5A,Cl 76 entre Kr 1A5A BIS y 1A5B,-76.48451194,3.48661028
513240,C76K1A7,Cl 76 entre Kr 1A7 y 1A7 BIS,-76.48368694,3.48445472
513241,K1A12C76,Kr 1A12 entre Cl 76 y 73A,-76.48363500,3.48270861
513242,C73AK1A8,Cl 73A entre Kr 1A8 y 1A7 BIS,-76.48453861,3.48388972
513243,C73AK1A5,Cl 73A entre Kr 1A5D y 1A5C BIS,-76.48509000,3.48612583
513244,C73AK1A4,Cl 73A entre Kr 1A4B1 y 1A4B,-76.48561333,3.48826833
513245,C73AK1A1,Cl 73A entre Kr 1A1 y 1A,-76.48597472,3.49123417
513247,C52A2AN8,Cl 52 entre Av 2AN y Kr 8N,-76.50813083,3.48000639
513248,C52K5N,Cl 52 entre Kr 5N y 4N,-76.50593361,3.47785639
513251,C70K4CN,Cl 70 entre Kr 4CN y 5N,-76.50024833,3.48777833
513252,C70K6N,Cl 70 entre Kr 6N y 5N,-76.50119000,3.48723333
513253,C70A2N1,Cl 70 entre Av 2N y 2Bis,-76.50679500,3.48986333
513254,C70A2BS1,Cl 70 entre Av 2Bis y 2N,-76.50617667,3.48924167
513255,C70A2BIS,Cl 70 entre Av 2Bis y 3N,-76.50878500,3.49023333
513257,C70A3BN2,Cl 70 entre Av 3N y 3BN,-76.51144500,3.49104500
513258,C70A3BN1,Cl 70 entre Av 3BN y 3N,-76.51156333,3.49075333
513259,C70A3DN,Cl 70 entre Av 3CN y 4N,-76.51641833,3.49261333
513260,C70A4N2,Cl 70 entre Av 4N y 3CN,-76.51663667,3.49250333
513261,C70A4N1,Cl 70 entre Av 4N y 6N,-76.51945667,3.49356500
513262,C70A6N-2,Cl 70 entre Av 6N y 4N 2,-76.51948833,3.49338333
513263,A6NA70N,Av 6N entre Cl 67 y Av 70N,-76.52368833,3.49251000
513264,A6NC652,Av 6N entre Cl 52 y 67,-76.52346667,3.49241333
513265,A6NC501,Av 6N entre Cl 49 y 48,-76.52586278,3.48751167
513266,A6NC502,Av 6N entre Cl 49 y 50N,-76.52552667,3.48664833
513267,A6NC471,Av 6N entre Cl 47 y 44B,-76.52589000,3.48375167
513268,A6NC472,Av 6N entre Cl 45 y 47N,-76.52558667,3.48366000
513269,A6NC411,Av 6N entre Cl 41 y 40,-76.52544667,3.47989833
513270,A6NC40-2,Av 6N entre Cl 40 Y 42,-76.52518667,3.47971833
513271,A6ANC29,Av 6AN entre Cl 35 y 29,-76.52865667,3.47188000
513272,A6ANC25,Av 6AN entre Cl 25 y 24A,-76.53100833,3.46732000
513273,A6ANC22,Av 6AN entre Cl 22A y 22,-76.53102667,3.46420167
513279,A6NC23,Av 6N entre Cl 23 y 24N,-76.53024167,3.46536500
513280,A6NC252,Av 6N entre Cl 25 y 26N,-76.52938167,3.46762000
513282,K1FNC73,Kr 1FN con Cl 77 y 73,-76.48955750,3.49359000
513289,C52K4N,Cl 52 entre Kr 4N y 5N,-76.50546806,3.47773694
513290,C70K4C,Cl 70 entre Kr 3 y 4C,-76.48628000,3.46979111
513291,K5C44B,Kr 5 entre Cl 44 y 44B,-76.50679500,3.46084556
513292,K5C45C,Kr 5 entre Cl 45C y 45,-76.50512889,3.46145250
513293,K2ANC81,Kr 2AN entre Cl 73 y 81,-76.48837639,3.49522611
513294,C84K2AN,Cl 84 entre Kr 2NBis y 2AN,-76.48786417,3.49674444
513295,K3NC83B,Kr 3N entre Cl 83B y 83A,-76.48962722,3.49704778
513296,K3NC76,Kr 3N entre Cl 76 y 75,-76.49079194,3.49480722
513297,K3NC72F,Kr 3N entre Cl 72F y 72E,-76.49220556,3.49199806
513298,K3NC72A,Kr 3N entre Cl 72A y 72,-76.49365500,3.48985667
513299,C71IK3B,Cl 71I entre Kr 3B y 3EN,-76.49579778,3.48966417
513300,C70K3D,Cl 70 entre Kr 3D y 3C,-76.48532528,3.46946250
513301,C62K1A9,Cl 62 entre Kr 1A9 y 1A10,-76.49575000,3.47851611
513302,K5C46A,Kr 5N entre Cl 46A y 46B,-76.50982194,3.47409861
513304,K55C52,Kr 5N entre Cl 52 y 55,-76.50538389,3.47924500
513305,K5NC43A,Kr 5N entre Cl 43A y 43,-76.51238000,3.47161056
513306,K5NC39,Kr 5N entre Cl 39 y 38A,-76.51547611,3.46889861
513307,K1A6C71,Kr 1A6 entre 71 y 70B,-76.48828333,3.48379333
513308,C66K1A6,Cl 66 entre Kr 1A6 y 1A10,-76.49278833,3.48071361
513309,C70K1G,Cl 70 entre Kr 1G,-76.48775333,3.47466750
513310,C62K1HB,Cl 62 entre Kr 1HBis y 1H,-76.49266444,3.47265083
513311,C66K1A10,Cl 66 entre Kr 1A10 y 1A6,-76.49282806,3.48084167
513312,K1A6C62A,Kr 1A6 entre Cl 62A y 62,-76.49470472,3.48029528
514001,C16K1001,Cl 16 entre Kr 100 y 98,-76.52943750,3.37011111
514002,C70K11C,Cl 70 entre Kr 11C y 11B,-76.48864917,3.44737028
514003,C70K11E,Cl 70 entre Kr 11A y 11E,-76.49006500,3.44680333
514009,C70K7LB,Cl 70 entre Kr 7LBis y 7L,-76.48333028,3.45752444
514010,C70K7L,Cl 70 entre Kr 7L y 7LBis,-76.48417167,3.45766667
514011,C70K7G,Cl 70 entre Kr 7G y 7EBis,-76.48267917,3.46048361
514012,C70K7EB,Cl 70 entre Kr 7EBis y 7J,-76.48346000,3.46060833
514013,C70K7C,Cl 70 entre Kr 7C y 7BBis,-76.48342667,3.46375333
514014,C70K7BB,Cl 70 entre Kr 7BBis y 7C,-76.48419500,3.46340000
514016,C71AD15,Cl 71A entre Dg 15 y 14,-76.48804472,3.44528889
514017,K15C73,Kr 15 entre Cl 73 y 74,-76.48295250,3.44627806
514019,C44K12,Cl 44 entre Kr 12 y 11D,-76.50412833,3.44909972
514020,K25C73A,Kr 25 entre Cl 73A y 74,-76.47981167,3.44084333
514021,K25C77,Kr 25 entre Cl 77 y 78,-76.47706667,3.43894667
514022,K25C79,Kr 25 entre Cl 79 y 80,-76.47506500,3.43762833
514023,C80K25,Cl 80 entre Kr 25 y 23,-76.47348667,3.43776000
514024,K23C81B,Kr 23 entre Cl 81B y 82,-76.47173500,3.43749500
514025,K23C83B,Kr 23 entre Cl 83B y 84,-76.46989500,3.43666500
514026,K23C85A,Kr 23 entre Cl 85A y 85,-76.46804833,3.43583333
514027,K23C96,Kr 23 con Cl 96,-76.46666972,3.43507639
514028,K23C102B,Kr 23 entre Cl 102 y 102C,-76.46482139,3.43165444
514029,K23C118,Kr 23 entre Cl 118 y 119,-76.46365667,3.42867667
514030,C123K23,Cl 123 entre Kr 23 y 23A,-76.46346000,3.42564333
514031,C123K26A,Cl 123 entre Kr 26ABis y 26CBis,-76.46405000,3.42222333
514032,C123K26H,Cl 123 entre Kr 26H2 y 26H3,-76.46568167,3.41910167
514033,C123K26J,Cl 123 entre Kr 26J1 y 26J2,-76.46687389,3.41681028
514034,C123K26R,Cl 123 entre Kr 26R1 y 26T,-76.46830333,3.41420667
514035,C123K27C,Cl 123 entre Kr 27C y 27D,-76.46967167,3.41193944
514036,C123K28B,Cl 123 entre Kr 28B y 28B1,-76.46997500,3.40947333
514039,C121K27F,Cl 121 entre Kr 27F y 27D1,-76.47155167,3.41253333
514041,C123K26M,Cl 123 entre Kr 26M3 y 26M1,-76.46778500,3.41507333
514042,C123K262,Cl 123 entre Kr 26J2 y 26J,-76.46657167,3.41712500
514044,C123K26B,Cl 123 entre Kr 26B y 26ABis,-76.46366833,3.42289500
514045,K23C120Q,Kr 23 entre Cl 120Q y 120R,-76.46335667,3.42569333
514046,K23C120C,Kr 23 entre Cl 120C y 120B,-76.46325833,3.42784833
514047,K23C114,Kr 23 entre Cl 114 y 112,-76.46386806,3.42948694
514048,K23C1022,Kr 23 entre Cl 102B y 102,-76.46486667,3.43209500
514049,K23C98A,Kr 23 entre Cl 98A y 98,-76.46597667,3.43483000
514050,K23C87,Kr 23 entre Cl 87 y 86,-76.46822000,3.43593333
514051,K23C84,Kr 23 entre Cl 84 y 83B,-76.46969000,3.43662000
514052,K23C83,Kr 23 entre Cl 83 y 81B,-76.47178667,3.43765167
514053,C80K23,Cl 80 entre Kr 23 y 25,-76.47350833,3.43790333
514054,K25C80,Kr 25 entre Cl 80 y 79,-76.47505694,3.43782861
514055,K25C771,Kr 25 entre Cl 77 y 78,-76.47711667,3.43913000
514056,K25C74,Kr 25 entre Cl 74 y 75,-76.47908833,3.44060333
514058,K15C74,Kr 15 entre Cl 74 y 73,-76.48322333,3.44645833
514063,D13C72A,Dg 13 entre Cl 72A y 72B,-76.48567333,3.44686333
514064,K11C72C,Kr 11 entre Cl 72C y 73,-76.48425500,3.44787833
514065,D26FC73,Dg 26F1 entre Tr 73A y Cl 73,-76.48315583,3.43607722
514067,T103C56B,Tr 103 entre Cl 74 y Kr 26B2,-76.48068944,3.43800583
514068,T103C76,Tr 103 entre Cl 76 y 77,-76.47991083,3.43579639
514069,T103C79,Tr 103 entre Cl 79 y 79A,-76.47878889,3.43242333
514070,T103D26I,Tr 103 entre Dg 26I y 26I1,-76.47753167,3.42898167
514071,T103D26P,Tr 103 entre Dg 26P3 y 26P4,-76.47764667,3.42476667
514072,T103D261,Tr 103 entre Dg 26P8 y 26P9,-76.47796694,3.42285083
514073,T103D263,Tr 103 entre Dg 26P14 y 26P15,-76.47836472,3.42066556
514074,C102K27C,Tr 103 entre Kr 27C y 27D,-76.47907389,3.41674778
514075,K28C101,Kr 28 entre Cl 101 y 100,-76.48020778,3.41554278
514078,K28C88,Kr 28 entre Cl 88 y 83,-76.48392722,3.41902556
514079,K28C79,Kr 28 entre Cl 79 y 73,-76.48607028,3.42108194
514080,C73K8,Cl 73 con Kr 8,-76.48273139,3.45140333
514081,K27C76,Kr 27 entre Cl 76 y 77,-76.48413889,3.42315917
514082,C73K7R,Cl 73 entre Kr 7RBis y 7S,-76.48216167,3.45412167
514083,K27C84,Kr 27 entre Cl 84 y 85,-76.48205722,3.42116944
514084,K27C86,Kr 27 entre Cl 86 y 91,-76.48067972,3.41987389
514085,T103D262,Tr 103 entre Dg 26P17 y 26P16,-76.47831361,3.42000778
514086,T103D264,Tr 103 entre Dg 26P9 y 26P10,-76.47776750,3.42287833
514087,T103C94,Tr 103 entre Cl 95 y 92,-76.47707750,3.42648500
514088,T103C84,Tr 103 entre Cl 84 y 80F,-76.47750333,3.42956694
514089,T103C80A,Tr 103 entre Cl 80A y 80,-76.47835083,3.43187833
514090,T103C78B,Tr 103 entre Cl 79 y 78,-76.47873083,3.43305861
514091,T103C772,Tr 103 entre Cl 77 y 76,-76.47974639,3.43586028
514092,T103C74,Tr 103 entre Cl 75 y 74,-76.48063806,3.43837639
514095,C73K7M,Cl 73 entre Kr 7M y 7LBis,-76.48163667,3.45633000
514096,C73K7JB,Cl 73 entre Kr 7JBis y 7J,-76.48120833,3.45832500
514097,C73K7B,Cl 73 entre Kr 7B y 7BBis,-76.47997972,3.46509639
514098,C73K7G,Cl 73 entre Kr 7G y 7FBis,-76.48060667,3.46053500
514099,C73K7D,Cl 73 entre Kr 7D y 7C,-76.48004528,3.46311861
514100,C84K7C,Cl 84 entre Kr 7C y 7BBis,-76.47759361,3.46536222
514104,K7CC86,Kr 7C entre Cl 86 y 84,-76.47708694,3.46532361
514106,C81K7E,Cl 81 entre Kr 7E y 7EBis,-76.47902417,3.46158028
514110,K7CC70,Kr 7C entre Cl 70 y 72A,-76.48293167,3.46336000
514112,K7CC72A,Kr 7C entre Cl 72A y 73,-76.48060500,3.46414833
514113,C73K7C,Cl 73 entre Kr 7C y 7ABis,-76.47948333,3.46561667
514114,C34K7,Cl 34 entre Kr 7 y 8,-76.51222333,3.45514833
514115,K8C34,Kr 8 entre Cl 34 y 26,-76.51542306,3.45367917
514116,K8C27,Kr 8 entre Cl 27 y 26,-76.51712278,3.45332861
514119,K8C391,Kr 8 entre Cl 44 y 36,-76.50722000,3.45373667
514120,K8C392,Kr 8 entre Cl 39 y 41,-76.50712167,3.45346667
514121,K8C44,Kr 8 con Cl 44,-76.50331306,3.45318167
514125,K8C51,Kr 8 con Cl 51,-76.49959222,3.45283722
514126,K8C492,Kr 8 entre Cl 49 y 50,-76.50041333,3.45265833
514128,K8C522,Kr 8 entre Cl 52 y 53,-76.49777944,3.45248111
514129,K8C561,Kr 8 con Cl 56,-76.49561167,3.45260833
514130,K8C562,Kr 8 entre Cl 54 y 56,-76.49586500,3.45238667
514131,K8C59,Kr 8 con Cl 59,-76.49252333,3.45278833
514132,K8C582,Kr 8 entre Cl 58 y 59,-76.49316667,3.45253167
514133,K8C62,Kr 8 entre Cl 62 y 61,-76.48974500,3.45272917
514134,K8C592,Kr 8 entre Cl 59 y 70,-76.49023167,3.45250833
514137,C70K26,Cl 70 entre Kr 26 y 25B,-76.49304306,3.43871444
514138,C70K24A,Cl 70 entre Kr 24B y 24A,-76.49174083,3.44132667
514147,K25C114,Kr 25 entre Cl 114 y 113,-76.46589500,3.42798333
514150,C70K7RBI,Cl 70 entre Kr 7Rbis y 7Mbis,-76.48452833,3.45522167
514152,C73K7F,Cl 73 entre Kr 7F y 7G,-76.48093167,3.46074667
514153,C73K7LB,Cl 73 con Kr 7LBis,-76.48186833,3.45705000
514154,C73K7RB,Cl 73 entre Kr 7RBis y 7SBis,-76.48254667,3.45410333
514155,C73K81,Cl 73 con Kr 8,-76.48310000,3.45150000
514156,C73K11,Cl 73 entre Kr 11 y Dg 14,-76.48413306,3.44727361
514157,C73K112,Cl 73 entre Kr 11 y 10,-76.48325167,3.44819250
514161,C95K26I7,Cl 95 entre Kr 26I7 y 26I6,-76.47634278,3.42591139
514162,C95K26H,Cl 95 entre Kr 26H y 26G4,-76.47460917,3.42623889
514163,C97K26F1,Cl 97 entre Kr 26F1 y 26F,-76.47245806,3.42639028
514171,K27C1201,Kr 27 entre Cl 120 y 116,-76.47260806,3.41459028
514172,K27C114,Kr 27 entre Cl 114 y 113,-76.47417528,3.41540083
514173,C112K26Q,Cl 112 entre Kr 27 y 26Q,-76.47383278,3.41722333
514174,C11226J5,Cl 112 entre Kr 26J5 y 26J,-76.47188389,3.42057750
514176,C112K26E,Cl 112 entre Kr 26F y 26E,-76.46969250,3.42442389
514177,K26CC99,Kr 26C entre Cl 99 y 98,-76.47075778,3.42702944
514178,K26GC97,Kr 26G entre Cl 97 y 94A,-76.47313333,3.42646833
514179,C94K26H,Cl 94 entre Kr 26H y 26I,-76.47498583,3.42602944
514186,K27T1031,Kr 27 entre Tr 103 y Cl 104,-76.47822861,3.41751611
514189,K27C122,Kr 27 entre Cl 122 y 121,-76.46999167,3.41313333
514190,K27C1061,Kr 27 entre Cl 106 y Tr 103,-76.47788167,3.41753056
514192,K27C91,Kr 27 entre Cl 91 y 88,-76.48107861,3.42041889
514193,K27C81,Kr 27 entre Cl 81 y 80,-76.48285000,3.42230667
514194,K25C80B,Kr 25 entre Cl 80B y 80C,-76.47350500,3.43584667
514195,K25C84,Kr 25 entre Cl 84 y 85,-76.47231667,3.43406333
514196,K25C891,Kr 25 entre Cl 89 y 94,-76.46929167,3.43128000
514197,K25C94,Kr 25 entre Cl 94 y 112,-76.46717500,3.42938833
514198,K25C112,Kr 25 entre Cl 112 y 113,-76.46609000,3.42798000
514199,C121K25,Cl 121 entre Kr 25 y 25B,-76.46538333,3.42572500
514200,C121K26F,Cl 121 entre Kr 26F y 26F Bis,-76.46678167,3.42150167
514201,C121K26K,Cl 121 entre Kr 26K y 26K1,-76.46865500,3.41784833
514202,C121K26R,Cl 121 entre Kr 26R y 26R1,-76.47044333,3.41474667
514204,C121K28D,Cl 121 entre Kr 28D y C121D,-76.47386000,3.40877167
514205,C121C122,Cl 121 entre Cl 122A2 y 122A3,-76.47501833,3.40674500
514206,C121122A,Cl 121 entre Cl 122A3 y 122A2,-76.47482333,3.40686333
514207,C121C121,Cl 121 entre Cl 121D y Kr 28D,-76.47373833,3.40880000
514208,C121K26P,Cl 121 con Kr 26P,-76.47036667,3.41463667
514209,C121K26J,Cl 121 entre Kr 26J2 y 26J3,-76.46867333,3.41762167
514210,C121K26E,Cl 121 entre Kr 26E y 26F,-76.46605000,3.42234500
514211,C121K25B,Cl 121 entre Kr 25A y 25B,-76.46526833,3.42524000
514212,K25C104,Kr 25 entre Cl 104 y 105,-76.46729167,3.42982667
514213,K25C892,Kr 25 entre Cl 89 y 94,-76.46990667,3.43184667
514214,K25C85,Kr 25 entre Cl 85 y 86,-76.47154167,3.43356000
514215,K25C80A,Kr 25 entre Cl 80A y 80B,-76.47376167,3.43636667
514218,C73K7CBI,Cl 73 entre Kr 7C Bis y 7D,-76.48036722,3.46337722
514219,T103K26A,Tr 103 entre Kr 26A2 y 26A3,-76.48116917,3.43948194
514220,T103C73C,Tr 103 entre Cl 73C,-76.48112056,3.43968000
514225,C81K7HBS,Cl 81 entre K7HBis y 7GBis,-76.47869944,3.45942667
514228,C84K7A,Cl 84 entre Kr 7ABIS y 7A,-76.47799361,3.46659694
514229,C86K7AB,Cl 86 entre Kr 7A y 7ABIS,-76.47675139,3.46697361
514232,C121K27J,Cl 121 entre Kr 27I y 27J,-76.47231000,3.41153333
514235,C123K28A,Cl 123 entre Kr 28B y 28A,-76.46990389,3.40965528
514236,C123K26S,Cl 123 entre Kr 26T y 26S,-76.46892333,3.41295750
514238,C81K7D,Cl 81 entre Kr 7D y 7C Bis,-76.47931444,3.46372000
514241,C67K7E,Cl 67 entre Kr 7EBis y 7F,-76.48642500,3.45962833
514243,C63K7F,Cl 63 entre Kr 7F y 7F Bis,-76.48841667,3.45776639
514245,C61K7VBS,Cl 61 entre Kr 7V Bis y 8,-76.49006889,3.45300889
514246,C123K28D,Cl 123 Kr 28D y 28D1,-76.47033056,3.40711806
514248,K28FC122,Kr 28F entre Cl 122K y 122 F Bis,-76.47383361,3.40358417
514251,K28C94,Kr 28 entre Cl 94 y 93,-76.48176278,3.41697361
514252,K28C76,Kr 28 entre Cl 76 y 79,-76.48553028,3.42047472
514253,K28C86,Kr 28 entre Cl 86 y 87,-76.48353611,3.41857944
514254,K28C91,Kr 28 entre Cl 91 y 92,-76.48238139,3.41748667
514255,K28C99,Kr 28 entre Cl 99 y 101,-76.48017556,3.41539389
514257,K12C59,Kr 12 entre Cl 59 y 58A,-76.49429833,3.44777417
514258,K10C27,Kr 10 entre Cl 27 y 28,-76.51684972,3.45048694
514259,K10C32,Kr 10 entre Cl 32 y 33,-76.51269139,3.45124806
514260,K10C34,Kr 10 entre Cl 34 y 35,-76.51027944,3.45133861
514261,K10C38,Kr 10 entre Cl 38 y 39,-76.50785417,3.45140917
514262,C44K8A1,Cl 44 entre Kr 8A y 9,-76.50505750,3.45191444
514263,K12C58,Kr 12 entre Cl 58 y 59,-76.49432028,3.44766444
514269,C12328D7,Cl 123 entre Kr 28D7 y 28D5,-76.47124167,3.40531278
514270,C12328D3,Cl 123 entre Kr 28D3 y 28D,-76.47021056,3.40704750
514271,C123K27B,Cl 123 entre Kr 27B y 27,-76.46946500,3.41196306
514273,K27C116,Kr 27 entre Cl 116 y 120,-76.47329000,3.41470194
514274,K27C1221,Kr 27 con Cl 122,-76.47020750,3.41296500
514276,C112K26L,Cl 112 entre Kr 26L y 26K1,-76.47285806,3.41894806
514277,C11226H3,Cl 112 entre Kr 26H3 y 26H2,-76.47068083,3.42262667
514278,C79K28D,Cl 79 entre Kr 28C y 28D,-76.48648528,3.42007500
514285,C44K12B,Cl 44 entre Kr 12B y 12C,-76.50379528,3.44709722
514287,D71K22,Dg 71 entre Kr 22 y 22C,-76.48530861,3.44024500
514290,D70K25B,Dg 70 entre Kr 25Bis y 25A1,-76.48966222,3.43894889
514291,D70K26,Dg 70 entre Kr 26 y 26A,-76.49167556,3.43736222
514292,K26ID70,Kr 26I entre Dg 70 y 71,-76.49284722,3.43479889
514293,K26ID72B,Kr 26I entre Dg 72B y 72C,-76.49189056,3.43288639
514294,D72CK26J,Dg 72C entre Kr 26J y 26L,-76.49342778,3.43184917
514301,C72UK27G,Cl 72U entre Kr 27G y 27F,-76.48872222,3.42474000
514302,C72UK27,Cl 72U entre Kr 27 y 26R,-76.48773194,3.42662861
514303,C72UK26J,Cl 72U entre Kr 26J y 26I3,-76.48637000,3.42928250
514304,C72UK26H,Cl 72U entre Kr 26H3 y 26H2,-76.48556222,3.43083139
514305,C72UK26G,Cl 72U entre Kr 26G8 y 26G7,-76.48452917,3.43302556
514306,C72UK26F,Cl 72U entre Kr 26G7 y 26G8,-76.48473083,3.43281917
514307,C72U26H3,Cl 72U entre Kr 26G11 y 26H3,-76.48567083,3.43106139
514308,C72UK26I,Cl 72U entre Kr 26I2 y 26J,-76.48655722,3.42935667
514309,C72UK26S,Cl 72U entre Kr 26S y 27,-76.48782000,3.42692056
514310,K15C74A,Kr 15 entre Cl 74A y 74,-76.48234167,3.44633806
514312,C44K8,Cl 44 entre Kr 7 y 8,-76.50568778,3.45427722
514313,C44K81,Cl 44 entre Kr 8 y 7,-76.50547167,3.45437167
514314,K8C44B,Kr 8 entre 44B y 47,-76.50338889,3.45302028
514321,C122K25,Cl 122 entre Kr 25 y 26,-76.46549833,3.42898667
514322,K26JC122,Kr 26J entre Cl 122A y 122,-76.46686167,3.41785833
514323,C121K26Q,Cl 121 entre Kr 26R y 26Q,-76.47041972,3.41453028
514326,C123K281,Cl 123 entre Kr 28D5 y 28D7,-76.47153944,3.40506778
514330,K28FC12F,Kr 28F entre Cl 122F BIS y 122K,-76.47401361,3.40354500
