Hora,Hora_mat,Veh_ida,Veh_regreso
13:54,50058,E21_5,E21_3
14:01,50460,E21_6,E21_4
14:07,50862,E21_7,E21_5
14:14,51264,E21_8,E21_6
14:21,51666,E21_9,E21_7
14:27,52068,E21_10,E21_8
14:34,52470,E21_11,E21_9
14:41,52872,E21_12,E21_10
14:47,53274,E21_13,E21_11
14:54,53676,E21_14,E21_12
15:01,54078,E21_15,E21_13
15:08,54480,E21_16,E21_14
15:14,54882,E21_17,E21_15
15:21,55284,E21_18,E21_16
15:28,55686,E21_19,E21_17
15:34,56088,E21_20,E21_18
15:41,56490,E21_21,E21_19
15:48,56892,E21_22,E21_20
15:54,57294,E21_23,E21_21
16:01,57696,E21_24,E21_1
16:05,57936,E21_25,E21_2
16:09,58176,E21_26,E21_3
16:13,58416,E21_27,E21_4
16:17,58656,E21_28,E21_5
16:21,58896,E21_29,E21_6
16:25,59136,E21_30,E21_7
16:29,59376,E21_31,E21_8
16:33,59616,E21_1,E21_9
16:37,59856,E21_1,E21_10
16:41,60096,E21_2,E21_11
16:45,60336,E21_3,E21_12
16:49,60576,E21_4,E21_13
16:53,60816,E21_5,E21_14
16:57,61056,E21_6,E21_15
17:01,61296,E21_7,E21_16
17:05,61536,E21_8,E21_17
17:09,61776,E21_9,E21_18
17:13,62016,E21_10,E21_19
17:17,62256,E21_11,E21_20
17:21,62496,E21_12,E21_21
17:25,62736,E21_13,E21_1
17:29,62976,E21_14,E21_2
17:33,63216,E21_15,E21_3
17:37,63456,E21_16,E21_4
17:41,63696,E21_17,E21_5
17:45,63936,E21_18,E21_6
17:49,64176,E21_19,E21_7
17:53,64416,E21_20,E21_8
17:57,64656,E21_21,E21_9
18:01,64896,E21_22,E21_10
18:05,65136,E21_23,E21_11
18:09,65376,E21_24,E21_12
18:13,65616,E21_25,E21_13
18:17,65856,E21_26,E21_14
18:21,66096,E21_27,E21_15
18:25,66336,E21_28,E21_16
18:29,66576,E21_29,E21_17
18:33,66816,E21_30,E21_18
18:37,67056,E21_31,E21_19
18:41,67296,E21_1,E21_20
18:45,67536,E21_1,E21_21
18:49,67776,E21_2,E21_1
18:53,68016,E21_3,E21_2
18:57,68256,E21_4,E21_3
19:01,68496,E21_5,E21_4
19:08,68898,E21_6,E21_5
19:15,69300,E21_7,E21_6
19:21,69702,E21_8,E21_7
19:28,70104,E21_9,E21_8
19:35,70506,E21_10,E21_9
19:41,70908,E21_11,E21_10
19:48,71310,E21_12,E21_11
19:55,71712,E21_13,E21_12
20:01,72114,E21_14,E21_13
20:06,72408,E21_15,E21_14
20:11,72702,E21_16,E21_15
20:16,72996,E21_17,E21_16
20:21,73290,E21_18,E21_17
20:26,73584,E21_19,E21_18
20:31,73878,E21_20,E21_19
20:36,74172,E21_21,E21_20
20:41,74466,E21_22,E21_21
20:46,74760,E21_23,E21_1
20:50,75054,E21_24,E21_2
20:55,75348,E21_25,E21_3
21:00,75642,E21_26,E21_4
21:06,76002,E21_27,E21_5
21:12,76362,E21_28,E21_6
21:18,76722,E21_29,E21_7
21:24,77082,E21_30,E21_8
21:30,77442,E21_31,E21_9
21:36,77802,E21_1,E21_10
21:42,78162,E21_1,E21_11
21:48,78522,E21_2,E21_12
21:54,78882,E21_3,E21_13
22:00,79242,E21_4,E21_14
22:06,79602,E21_5,E21_15
22:12,79962,E21_6,E21_16
22:18,80322,E21_7,E21_17
22:24,80682,E21_8,E21_18
22:30,81042,E21_9,E21_19
22:36,81402,E21_10,E21_20
22:42,81762,E21_11,E21_21
22:48,82122,E21_12,E21_1
22:54,82482,E21_13,E21_2
23:00,82842,E21_14,E21_3
