ID,LINEA,SENTIDO,PUNTO_INI,INI_LONGITUDE,INI_LATITUDE,PUNTO_FIN,FIN_LONGITUDE,FIN_LATITUDE,CONCAT_SHT,LENGTH
954,E27,Vuelta,PAMPA2,-76.54678167,3.40386667,UDP6,-76.54827833,3.41543,PAMPA2-UDP6,1292
955,E27,Vuelta,UDP6,-76.54827833,3.41543,LIDO4,-76.548225,3.41914667,UDP6-LIDO4,418
956,E27,Vuelta,LIDO4,-76.548225,3.41914667,ESTAD2,-76.54311667,3.43172167,LIDO4-ESTAD2,1511
957,E27,Vuelta,ESTAD2,-76.54311667,3.43172167,MANZA2,-76.54092167,3.43478333,ESTAD2-MANZA2,426
958,E27,Vuelta,MANZA2,-76.54092167,3.43478333,C5K15C6,-76.5363,3.44166667,MANZA2-C5K15C6,959
959,E27,Vuelta,C5K15C6,-76.5363,3.44166667,C5K14Y13,-76.536535,3.444355,C5K15C6-C5K14Y13,304
960,E27,Vuelta,C5K14Y13,-76.536535,3.444355,C5K7,-76.53681833,3.44803167,C5K14Y13-C5K7,422
961,E27,Vuelta,C5K7,-76.53681833,3.44803167,A4NC18,-76.52940167,3.45953333,C5K7-A4NC18,1831
962,E27,Vuelta,A4NC18,-76.52940167,3.45953333,A4NC21,-76.52786667,3.46161,A4NC18-A4NC21,291
963,E27,Vuelta,A4NC21,-76.52786667,3.46161,L.AMERI2,-76.52514167,3.46373,A4NC21-L.AMERI2,480
964,E27,Vuelta,L.AMERI2,-76.52514167,3.46373,A3NC23D,-76.52370333,3.46625167,L.AMERI2-A3NC23D,362
965,E27,Vuelta,A3NC23D,-76.52370333,3.46625167,A3NC32A,-76.52202833,3.47027167,A3NC23D-A3NC32A,502
966,E27,Vuelta,A3NC32A,-76.52202833,3.47027167,PRADNOR2,-76.51947833,3.47436167,A3NC32A-PRADNOR2,563
967,E27,Vuelta,PRADNOR2,-76.51947833,3.47436167,VIPASA2,-76.51688667,3.47875333,PRADNOR2-VIPASA2,552
968,E27,Vuelta,VIPASA2,-76.51688667,3.47875333,ALAMOS2,-76.51325,3.48468833,VIPASA2-ALAMOS2,774
969,E27,Vuelta,ALAMOS2,-76.51325,3.48468833,TMENGA5,-76.50795833,3.48928833,ALAMOS2-TMENGA5,1024
973,E31,Ida,CHIMI3,-76.49791167,3.481915,FLORAI1,-76.50237833,3.4782025,CHIMI3-FLORAI1,636
974,E31,Ida,FLORAI1,-76.50237833,3.4782025,SALOM1,-76.50695,3.473625,FLORAI1-SALOM1,703
975,E31,Ida,SALOM1,-76.50695,3.473625,POPU1,-76.51088667,3.46947,SALOM1-POPU1,643
976,E31,Ida,POPU1,-76.51088667,3.46947,TORRE3,-76.53053667,3.45654833,POPU1-TORRE3,2855
977,E31,Ida,TORRE3,-76.53053667,3.45654833,SANBO3,-76.53286,3.44220833,TORRE3-SANBO3,2065
978,E31,Ida,SANBO3,-76.53286,3.44220833,ESTAD3,-76.54342833,3.431525,SANBO3-ESTAD3,1701
979,E31,Ida,ESTAD3,-76.54342833,3.431525,TEQUE1,-76.54703,3.42356667,ESTAD3-TEQUE1,959
980,E31,Ida,TEQUE1,-76.54703,3.42356667,UDP3,-76.54854,3.41494167,TEQUE1-UDP3,977
981,E31,Ida,UDP3,-76.54854,3.41494167,PAMPA1,-76.54687333,3.40359333,UDP3-PAMPA1,1271
982,E31,Ida,PAMPA1,-76.54687333,3.40359333,CAPRI3,-76.54499,3.38772833,PAMPA1-CAPRI3,1763
983,E31,Ida,CAPRI3,-76.54499,3.38772833,MELEN1,-76.54277833,3.37701,CAPRI3-MELEN1,1205
984,E31,Ida,MELEN1,-76.54277833,3.37701,BUITRE1,-76.539995,3.372535,MELEN1-BUITRE1,617
985,E31,Ida,BUITRE1,-76.539995,3.372535,UNIV1,-76.52925167,3.367005,BUITRE1-UNIV1,1321
986,E31,Vuelta,UNIV4,-76.529395,3.36718333,BUITRE2,-76.540475,3.37282833,UNIV4-BUITRE2,1375
987,E31,Vuelta,BUITRE2,-76.540475,3.37282833,MELEN2,-76.54279,3.37730667,BUITRE2-MELEN2,585
988,E31,Vuelta,MELEN2,-76.54279,3.37730667,CAPRI2,-76.54479833,3.387815,MELEN2-CAPRI2,1181
989,E31,Vuelta,CAPRI2,-76.54479833,3.387815,PAMPA2,-76.54678167,3.40386667,CAPRI2-PAMPA2,1801
990,E31,Vuelta,PAMPA2,-76.54678167,3.40386667,UDP4,-76.54822667,3.41499333,PAMPA2-UDP4,1277
991,E31,Vuelta,UDP4,-76.54822667,3.41499333,TEQUE4,-76.54685167,3.423815,UDP4-TEQUE4,951
992,E31,Vuelta,TEQUE4,-76.54685167,3.423815,ESTAD2,-76.54311667,3.43172167,TEQUE4-ESTAD2,959
993,E31,Vuelta,ESTAD2,-76.54311667,3.43172167,SANPAS2,-76.52771583,3.44263333,ESTAD2-SANPAS2,2234
994,E31,Vuelta,SANPAS2,-76.52771583,3.44263333,TORRE2,-76.53030833,3.45674833,SANPAS2-TORRE2,1840
995,E31,Vuelta,TORRE2,-76.53030833,3.45674833,POPU4,-76.510565,3.46967833,TORRE2-POPU4,2681
996,E31,Vuelta,POPU4,-76.510565,3.46967833,SALOM2,-76.506555,3.47385167,POPU4-SALOM2,637
997,E31,Vuelta,SALOM2,-76.506555,3.47385167,FLORAI2,-76.502095,3.478355,SALOM2-FLORAI2,699
998,E31,Vuelta,FLORAI2,-76.502095,3.478355,CHIMI2,-76.49807667,3.48160167,FLORAI2-CHIMI2,574
1002,E37,Ida,CHIMI3,-76.49791167,3.481915,FLORAI1,-76.50237833,3.4782025,CHIMI3-FLORAI1,636
1003,E37,Ida,FLORAI1,-76.50237833,3.4782025,SALOM1,-76.50695,3.473625,FLORAI1-SALOM1,703
1004,E37,Ida,SALOM1,-76.50695,3.473625,POPU1,-76.51088667,3.46947,SALOM1-POPU1,643
1005,E37,Ida,POPU1,-76.51088667,3.46947,TORRE3,-76.53053667,3.45654833,POPU1-TORRE3,2855
1006,E37,Ida,TORRE3,-76.53053667,3.45654833,ERMI1,-76.53168167,3.45364833,TORRE3-ERMI1,368
1007,E37,Ida,ERMI1,-76.53168167,3.45364833,CENTRO1,-76.53014833,3.44856833,ERMI1-CENTRO1,577
1008,E37,Ida,CENTRO1,-76.53014833,3.44856833,SNTLIB3,-76.53738167,3.43938833,CENTRO1-SNTLIB3,1721
1009,E37,Ida,SNTLIB3,-76.53738167,3.43938833,MANZA3,-76.54122667,3.43463,SNTLIB3-MANZA3,680
1010,E37,Ida,MANZA3,-76.54122667,3.43463,TEQUE1,-76.54703,3.42356667,MANZA3-TEQUE1,1382
1011,E37,Ida,TEQUE1,-76.54703,3.42356667,UDP4,-76.54822667,3.41499333,TEQUE1-UDP4,1168
1012,E37,Vuelta,UDP4,-76.54822667,3.41499333,TEQUE4,-76.54685167,3.423815,UDP4-TEQUE4,951
1013,E37,Vuelta,TEQUE4,-76.54685167,3.423815,MANZA2,-76.54092167,3.43478333,TEQUE4-MANZA2,1381
1014,E37,Vuelta,MANZA2,-76.54092167,3.43478333,SNTLIB2,-76.537175,3.43961167,MANZA2-SNTLIB2,680
1015,E37,Vuelta,SNTLIB2,-76.537175,3.43961167,PTCUY2,-76.52776667,3.44870833,SNTLIB2-PTCUY2,2047
1016,E37,Vuelta,PTCUY2,-76.52776667,3.44870833,SANPED2,-76.52995,3.4541,PTCUY2-SANPED2,638
1017,E37,Vuelta,SANPED2,-76.52995,3.4541,POPU4,-76.510565,3.46967833,SANPED2-POPU4,3029
1018,E37,Vuelta,POPU4,-76.510565,3.46967833,SALOM2,-76.506555,3.47385167,POPU4-SALOM2,637
1019,E37,Vuelta,SALOM2,-76.506555,3.47385167,FLORAI2,-76.502095,3.478355,SALOM2-FLORAI2,699
1020,E37,Vuelta,FLORAI2,-76.502095,3.478355,CHIMI2,-76.49807667,3.48160167,FLORAI2-CHIMI2,574
1024,E52,Ida,N.LATIR1,-76.48684028,3.41847861,AMANECE1,-76.49088111,3.42158306,N.LATIR1-AMANECE1,566
1025,E52,Ida,AMANECE1,-76.49088111,3.42158306,TRONCAL1,-76.49461639,3.42487694,AMANECE1-TRONCAL1,553
1026,E52,Ida,TRONCAL1,-76.49461639,3.42487694,C70D28EK,-76.50070083,3.42675611,TRONCAL1-C70D28EK,2013
1027,E52,Ida,C70D28EK,-76.50070083,3.42675611,CONQUIS1,-76.50530861,3.42710556,C70D28EK-CONQUIS1,709
1028,E52,Ida,CONQUIS1,-76.50530861,3.42710556,ST.MONI1,-76.51394694,3.43459889,CONQUIS1-ST.MONI1,1298
1029,E52,Ida,ST.MONI1,-76.51394694,3.43459889,PRIMITI1,-76.51861611,3.43804167,ST.MONI1-PRIMITI1,644
1030,E52,Ida,PRIMITI1,-76.51861611,3.43804167,TORRE4,-76.53004833,3.45712,PRIMITI1-TORRE4,2788
1031,E52,Ida,TORRE4,-76.53004833,3.45712,VERSALL2,-76.52690333,3.46129333,TORRE4-VERSALL2,583
1032,E52,Ida,VERSALL2,-76.52690333,3.46129333,A3NC23D,-76.52370333,3.46625167,VERSALL2-A3NC23D,697
1033,E52,Ida,A3NC23D,-76.52370333,3.46625167,A3NC32A,-76.52202833,3.47027167,A3NC23D-A3NC32A,502
1034,E52,Ida,A3NC32A,-76.52202833,3.47027167,A3NC31,-76.52208667,3.47060167,A3NC32A-A3NC31,383
1035,E52,Vuelta,A3NC31,-76.52208667,3.47060167,A3NC24,-76.523915,3.46708333,A3NC31-A3NC24,445
1036,E52,Vuelta,A3NC24,-76.523915,3.46708333,VERSALL1,-76.52710167,3.46115167,A3NC24-VERSALL1,775
1037,E52,Vuelta,VERSALL1,-76.52710167,3.46115167,TORRE1,-76.53030667,3.45697833,VERSALL1-TORRE1,587
1038,E52,Vuelta,TORRE1,-76.53030667,3.45697833,PRIMITI2,-76.51854444,3.43795583,TORRE1-PRIMITI2,2992
1039,E52,Vuelta,PRIMITI2,-76.51854444,3.43795583,ST.MONI2,-76.51391583,3.43453194,PRIMITI2-ST.MONI2,639
1040,E52,Vuelta,ST.MONI2,-76.51391583,3.43453194,CONQUIS2,-76.50525667,3.42697944,ST.MONI2-CONQUIS2,1307
1041,E52,Vuelta,CONQUIS2,-76.50525667,3.42697944,C70K28ED,-76.50025222,3.42652972,CONQUIS2-C70K28ED,1739
1042,E52,Vuelta,C70K28ED,-76.50025222,3.42652972,TRONCAL2,-76.49453278,3.42472889,C70K28ED-TRONCAL2,894
1043,E52,Vuelta,TRONCAL2,-76.49453278,3.42472889,AMANECE2,-76.49077639,3.42143972,TRONCAL2-AMANECE2,554
1044,E52,Vuelta,AMANECE2,-76.49077639,3.42143972,N.LATIR2,-76.48674361,3.41832444,AMANECE2-N.LATIR2,566
1048,P17,Ida,UDP5,-76.54845,3.41447667,REFUG1,-76.5464675,3.39859889,UDP5-REFUG1,1796
1049,P17,Ida,REFUG1,-76.5464675,3.39859889,CAPRI3,-76.54499,3.38772833,REFUG1-CAPRI3,1228
1050,P17,Ida,CAPRI3,-76.54499,3.38772833,MELEN1,-76.54277833,3.37701,CAPRI3-MELEN1,1205
1051,P17,Ida,MELEN1,-76.54277833,3.37701,BUITRE1,-76.539995,3.372535,MELEN1-BUITRE1,617
1052,P17,Ida,BUITRE1,-76.539995,3.372535,C25UAUT,-76.52350167,3.35325056,BUITRE1-C25UAUT,3170
1053,P17,Ida,C25UAUT,-76.52350167,3.35325056,C18K118,-76.530725,3.3478775,C25UAUT-C18K118,1307
1054,P17,Vuelta,C18K118,-76.530725,3.3478775,C18K125,-76.53109389,3.34128417,C18K118-C18K125,734
1055,P17,Vuelta,C18K125,-76.53109389,3.34128417,K125C20,-76.52950167,3.33845389,C18K125-K125C20,521
1056,P17,Vuelta,K125C20,-76.52950167,3.33845389,K125C23A,-76.5263275,3.33857972,K125C20-K125C23A,352
1057,P17,Vuelta,K125C23A,-76.5263275,3.33857972,C25UAUT2,-76.52330611,3.353175,K125C23A-C25UAUT2,1815
1058,P17,Vuelta,C25UAUT2,-76.52330611,3.353175,BUITRE2,-76.540475,3.37282833,C25UAUT2-BUITRE2,3536
1059,P17,Vuelta,BUITRE2,-76.540475,3.37282833,MELEN2,-76.54279,3.37730667,BUITRE2-MELEN2,585
1060,P17,Vuelta,MELEN2,-76.54279,3.37730667,CAPRI4,-76.54486167,3.38828,MELEN2-CAPRI4,1177
1061,P17,Vuelta,CAPRI4,-76.54486167,3.38828,REFUG2,-76.546405,3.39891833,CAPRI4-REFUG2,1212
1062,P17,Vuelta,REFUG2,-76.546405,3.39891833,UDP6,-76.54827833,3.41543,REFUG2-UDP6,1838
1066,P20,Ida,A6NA70N,-76.52368833,3.49251,A6NC49,-76.52572278,3.48807611,A6NA70N-A6NC49,562
1067,P20,Ida,A6NC49,-76.52572278,3.48807611,A6NC471,-76.52589,3.48375167,A6NC49-A6NC471,489
1068,P20,Ida,A6NC471,-76.52589,3.48375167,A6NC411,-76.52544667,3.47989833,A6NC471-A6NC411,441
1069,P20,Ida,A6NC411,-76.52544667,3.47989833,A6NC381,-76.52664333,3.47670833,A6NC411-A6NC381,376
1070,P20,Ida,A6NC381,-76.52664333,3.47670833,A6BISC35,-76.5273525,3.47305806,A6NC381-A6BISC35,440
1071,P20,Ida,A6BISC35,-76.5273525,3.47305806,A2BNC35,-76.52618194,3.47228583,A6BISC35-A2BNC35,195
1072,P20,Ida,A2BNC35,-76.52618194,3.47228583,A2BNC25,-76.52474694,3.46798972,A2BNC35-A2BNC25,503
1073,P20,Ida,A2BNC25,-76.52474694,3.46798972,L.AMERI1,-76.52530833,3.46351667,A2BNC25-L.AMERI1,561
1074,P20,Ida,L.AMERI1,-76.52530833,3.46351667,TORRE1,-76.53030667,3.45697833,L.AMERI1-TORRE1,918
1075,P20,Ida,TORRE1,-76.53030667,3.45697833,CAICED1,-76.53134333,3.45240833,TORRE1-CAICED1,513
1076,P20,Ida,CAICED1,-76.53134333,3.45240833,STROSA1,-76.52975833,3.44723333,CAICED1-STROSA1,588
1077,P20,Ida,STROSA1,-76.52975833,3.44723333,FRAY5,-76.52873,3.44312667,STROSA1-FRAY5,522
1078,P20,Ida,FRAY5,-76.52873,3.44312667,SANPAS6,-76.52680667,3.442595,FRAY5-SANPAS6,245
1079,P20,Vuelta,SANPAS6,-76.52680667,3.442595,SUCRE6,-76.526545,3.44445667,SANPAS6-SUCRE6,300
1080,P20,Vuelta,SUCRE6,-76.526545,3.44445667,PTCUY6,-76.52809167,3.44963667,SUCRE6-PTCUY6,592
1081,P20,Vuelta,PTCUY6,-76.52809167,3.44963667,SANPED6,-76.53029,3.45491333,PTCUY6-SANPED6,648
1082,P20,Vuelta,SANPED6,-76.53029,3.45491333,TORRE4,-76.53004833,3.45712,SANPED6-TORRE4,264
1083,P20,Vuelta,TORRE4,-76.53004833,3.45712,L.AMERI2,-76.52514167,3.46373,TORRE4-L.AMERI2,914
1084,P20,Vuelta,L.AMERI2,-76.52514167,3.46373,A3NC23D,-76.52370333,3.46625167,L.AMERI2-A3NC23D,362
1085,P20,Vuelta,A3NC23D,-76.52370333,3.46625167,A3NC32A,-76.52202833,3.47027167,A3NC23D-A3NC32A,502
1086,P20,Vuelta,A3NC32A,-76.52202833,3.47027167,C34A3CN,-76.52350972,3.47173917,A3NC32A-C34A3CN,454
1087,P20,Vuelta,C34A3CN,-76.52350972,3.47173917,A2BNC34,-76.52601611,3.47226694,C34A3CN-A2BNC34,304
1088,P20,Vuelta,A2BNC34,-76.52601611,3.47226694,A6NC372,-76.526525,3.47591833,A2BNC34-A6NC372,396
1089,P20,Vuelta,A6NC372,-76.526525,3.47591833,A6NC40-2,-76.52518667,3.47971833,A6NC372-A6NC40-2,444
1090,P20,Vuelta,A6NC40-2,-76.52518667,3.47971833,A6NC45,-76.525635,3.48406694,A6NC40-2-A6NC45,516
1091,P20,Vuelta,A6NC45,-76.525635,3.48406694,A6NC52,-76.5251,3.48866833,A6NC45-A6NC52,525
1092,P20,Vuelta,A6NC52,-76.5251,3.48866833,A6NC652,-76.52346667,3.49241333,A6NC52-A6NC652,498
1093,P20,Vuelta,A6NC652,-76.52346667,3.49241333,A6NA70N,-76.52368833,3.49251,A6NC652-A6NA70N,210
1097,P32,Ida,C70K4C,-76.48628,3.46979111,K5C70,-76.48641667,3.46712667,C70K4C-K5C70,385
1098,P32,Ida,K5C70,-76.48641667,3.46712667,K5C65A,-76.48843333,3.46653667,K5C70-K5C65A,233
1099,P32,Ida,K5C65A,-76.48843333,3.46653667,K5C62B,-76.49019167,3.46599333,K5C65A-K5C62B,204
1100,P32,Ida,K5C62B,-76.49019167,3.46599333,C62K4C,-76.491125,3.46750667,K5C62B-C62K4C,241
1101,P32,Ida,C62K4C,-76.491125,3.46750667,K3C60,-76.49312167,3.468245,C62K4C-K3C60,311
1102,P32,Ida,K3C60,-76.49312167,3.468245,K3C59,-76.49558333,3.46748667,K3C60-K3C59,323
1103,P32,Ida,K3C59,-76.49558333,3.46748667,K3C57,-76.49764667,3.46681333,K3C59-K3C57,274
1104,P32,Ida,K3C57,-76.49764667,3.46681333,K3C54,-76.49932,3.46623667,K3C57-K3C54,226
1105,P32,Ida,K3C54,-76.49932,3.46623667,C52K3,-76.50126167,3.46604833,K3C54-C52K3,269
1106,P32,Ida,C52K3,-76.50126167,3.46604833,C52K2,-76.50164583,3.46738861,C52K3-C52K2,157
1107,P32,Ida,C52K2,-76.50164583,3.46738861,C52K1E,-76.50234,3.47000667,C52K2-C52K1E,314
1108,P32,Ida,C52K1E,-76.50234,3.47000667,C52K1D,-76.50297139,3.47230611,C52K1E-C52K1D,274
1109,P32,Ida,C52K1D,-76.50297139,3.47230611,C52K1B1,-76.50363611,3.4745275,C52K1D-C52K1B1,259
1110,P32,Ida,C52K1B1,-76.50363611,3.4745275,SALOM1,-76.50695,3.473625,C52K1B1-SALOM1,644
1111,P32,Ida,SALOM1,-76.50695,3.473625,POPU3,-76.51118333,3.46902333,SALOM1-POPU3,643
1112,P32,Ida,POPU3,-76.51118333,3.46902333,K1C38,-76.51424028,3.46530611,POPU3-K1C38,595
1113,P32,Ida,K1C38,-76.51424028,3.46530611,C34K2AN,-76.51648,3.46644528,K1C38-C34K2AN,355
1114,P32,Ida,C34K2AN,-76.51648,3.46644528,C34A2B,-76.51969389,3.47016,C34K2AN-C34A2B,572
1115,P32,Ida,C34A2B,-76.51969389,3.47016,A3NC31,-76.52208667,3.47060167,C34A2B-A3NC31,429
1116,P32,Ida,A3NC31,-76.52208667,3.47060167,A3NC24,-76.523915,3.46708333,A3NC31-A3NC24,445
1117,P32,Ida,A3NC24,-76.523915,3.46708333,C23DA3,-76.52505083,3.46605639,A3NC24-C23DA3,438
1118,P32,Ida,C23DA3,-76.52505083,3.46605639,A5NC23,-76.52794861,3.46290722,C23DA3-A5NC23,530
1119,P32,Ida,A5NC23,-76.52794861,3.46290722,VERSALL2,-76.52690333,3.46129333,A5NC23-VERSALL2,419
1120,P32,Vuelta,VERSALL2,-76.52690333,3.46129333,L.AMERI2,-76.52514167,3.46373,VERSALL2-L.AMERI2,331
1121,P32,Vuelta,L.AMERI2,-76.52514167,3.46373,A3NC23D,-76.52370333,3.46625167,L.AMERI2-A3NC23D,362
1122,P32,Vuelta,A3NC23D,-76.52370333,3.46625167,A3NC32A,-76.52202833,3.47027167,A3NC23D-A3NC32A,502
1123,P32,Vuelta,A3NC32A,-76.52202833,3.47027167,C34A2CN,-76.51984278,3.47000472,A3NC32A-C34A2CN,334
1124,P32,Vuelta,C34A2CN,-76.51984278,3.47000472,A2NC34,-76.51772139,3.46990917,C34A2CN-A2NC34,329
1125,P32,Vuelta,A2NC34,-76.51772139,3.46990917,A2NC38,-76.51611028,3.47253,A2NC34-A2NC38,341
1126,P32,Vuelta,A2NC38,-76.51611028,3.47253,C44K6N,-76.51226167,3.47253,A2NC38-C44K6N,674
1127,P32,Vuelta,C44K6N,-76.51226167,3.47253,SALOM2,-76.506555,3.47385167,C44K6N-SALOM2,942
1128,P32,Vuelta,SALOM2,-76.506555,3.47385167,C56K1B,-76.50047667,3.47561306,SALOM2-C56K1B,1087
1129,P32,Vuelta,C56K1B,-76.50047667,3.47561306,K1DC56-1,-76.49888389,3.47276417,C56K1B-K1DC56-1,415
1130,P32,Vuelta,K1DC56-1,-76.49888389,3.47276417,K1DC59,-76.49680639,3.47338167,K1DC56-1-K1DC59,240
1131,P32,Vuelta,K1DC59,-76.49680639,3.47338167,K1DC60A,-76.49495583,3.47396389,K1DC59-K1DC60A,215
1132,P32,Vuelta,K1DC60A,-76.49495583,3.47396389,C62K1D,-76.49329639,3.47391389,K1DC60A-C62K1D,229
1133,P32,Vuelta,C62K1D,-76.49329639,3.47391389,C62K1G,-76.4928925,3.47258056,C62K1D-C62K1G,154
1134,P32,Vuelta,C62K1G,-76.4928925,3.47258056,C62K2B1,-76.49201472,3.46958056,C62K1G-C62K2B1,347
1135,P32,Vuelta,C62K2B1,-76.49201472,3.46958056,K3C63,-76.49048333,3.46884833,C62K2B1-K3C63,252
1136,P32,Vuelta,K3C63,-76.49048333,3.46884833,K3C65B,-76.48802,3.46961833,K3C63-K3C65B,286
1137,P32,Vuelta,K3C65B,-76.48802,3.46961833,C70K4C,-76.48628,3.46979111,K3C65B-C70K4C,220
1141,P53,Ida,C46K45,-76.51150917,3.40360444,C46K42C2,-76.50902,3.40599333,C46K45-C46K42C2,383
1142,P53,Ida,C46K42C2,-76.50902,3.40599333,K42BC48,-76.50726,3.40423139,C46K42C2-K42BC48,283
1143,P53,Ida,K42BC48,-76.50726,3.40423139,K42BC51,-76.50548333,3.40229083,K42BC48-K42BC51,292
1144,P53,Ida,K42BC51,-76.50548333,3.40229083,C54K43B,-76.50682639,3.39969444,K42BC51-C54K43B,406
1145,P53,Ida,C54K43B,-76.50682639,3.39969444,C54K46D,-76.50912167,3.39754167,C54K43B-C54K46D,349
1146,P53,Ida,C54K46D,-76.50912167,3.39754167,C54K49B,-76.51155167,3.39534667,C54K46D-C54K49B,359
1147,P53,Ida,C54K49B,-76.51155167,3.39534667,K50C51,-76.51428167,3.39577667,C54K49B-K50C51,429
1148,P53,Ida,K50C51,-76.51428167,3.39577667,C48K50,-76.51499167,3.39788667,K50C51-C48K50,311
1149,P53,Ida,C48K50,-76.51499167,3.39788667,C48K49,-76.51376,3.39910556,C48K50-C48K49,198
1150,P53,Ida,C48K49,-76.51376,3.39910556,C48K47A,-76.51173833,3.40094611,C48K49-C48K47A,311
1151,P53,Ida,C48K47A,-76.51173833,3.40094611,K46C462,-76.51213361,3.4032825,C48K47A-K46C462,335
1152,P53,Ida,K46C462,-76.51213361,3.4032825,K46C43,-76.51354472,3.40482806,K46C462-K46C43,232
1153,P53,Ida,K46C43,-76.51354472,3.40482806,K46C42,-76.51490778,3.40626,K46C43-K46C42,219
1154,P53,Ida,K46C42,-76.51490778,3.40626,K46C402,-76.51651611,3.4079375,K46C42-K46C402,258
1155,P53,Ida,K46C402,-76.51651611,3.4079375,K46C372,-76.51753333,3.40910667,K46C402-K46C372,204
1156,P53,Ida,K46C372,-76.51753333,3.40910667,C27K36,-76.51801667,3.41079,K46C372-C27K36,183
1157,P53,Ida,C27K36,-76.51801667,3.41079,C27K42B2,-76.51770833,3.413605,C27K36-C27K42B2,308
1158,P53,Ida,C27K42B2,-76.51770833,3.413605,C27K422,-76.51765361,3.41481111,C27K42B2-C27K422,138
1159,P53,Ida,C27K422,-76.51765361,3.41481111,C27K40B,-76.51738389,3.41784444,C27K422-C27K40B,338
1160,P53,Ida,C27K40B,-76.51738389,3.41784444,C27K392,-76.5172825,3.4197675,C27K40B-C27K392,214
1161,P53,Ida,C27K392,-76.5172825,3.4197675,C27K362,-76.51718,3.42104111,C27K392-C27K362,202
1162,P53,Ida,C27K362,-76.51718,3.42104111,C27K33A2,-76.51706472,3.42261028,C27K362-C27K33A2,176
1163,P53,Ida,C27K33A2,-76.51706472,3.42261028,C27K31A2,-76.516835,3.42597778,C27K33A2-C27K31A2,375
1164,P53,Ida,C27K31A2,-76.516835,3.42597778,C27K27,-76.51661167,3.42942111,C27K31A2-C27K27,383
1165,P53,Ida,C27K27,-76.51661167,3.42942111,C27K25B,-76.51638639,3.43150889,C27K27-C27K25B,233
1166,P53,Ida,C27K25B,-76.51638639,3.43150889,C28K23C,-76.51480333,3.43422222,C27K25B-C28K23C,357
1167,P53,Ida,C28K23C,-76.51480333,3.43422222,PRIMITI1,-76.51861611,3.43804167,C28K23C-PRIMITI1,679
1168,P53,Ida,PRIMITI1,-76.51861611,3.43804167,C.PALOS1,-76.52284722,3.43977972,PRIMITI1-C.PALOS1,512
1169,P53,Ida,C.PALOS1,-76.52284722,3.43977972,SUCRE6,-76.526545,3.44445667,C.PALOS1-SUCRE6,775
1170,P53,Ida,SUCRE6,-76.526545,3.44445667,PTCUY4,-76.52793139,3.44917472,SUCRE6-PTCUY4,592
1171,P53,Ida,PTCUY4,-76.52793139,3.44917472,SANPED4,-76.53009667,3.45448833,PTCUY4-SANPED4,632
1172,P53,Ida,SANPED4,-76.53009667,3.45448833,TORRE4,-76.53004833,3.45712,SANPED4-TORRE4,370
1173,P53,Ida,TORRE4,-76.53004833,3.45712,VERSALL2,-76.52690333,3.46129333,TORRE4-VERSALL2,583
1174,P53,Ida,VERSALL2,-76.52690333,3.46129333,A3NC23D,-76.52370333,3.46625167,VERSALL2-A3NC23D,697
1175,P53,Ida,A3NC23D,-76.52370333,3.46625167,A3NC32A,-76.52202833,3.47027167,A3NC23D-A3NC32A,502
1176,P53,Ida,A3NC32A,-76.52202833,3.47027167,C34A2CN,-76.51984278,3.47000472,A3NC32A-C34A2CN,334
1177,P53,Ida,C34A2CN,-76.51984278,3.47000472,K5C38A,-76.51561194,3.46860611,C34A2CN-K5C38A,585
1178,P53,Ida,K5C38A,-76.51561194,3.46860611,K5C42A,-76.51303056,3.470885,K5C38A-K5C42A,383
1179,P53,Ida,K5C42A,-76.51303056,3.470885,K5C45A,-76.51092944,3.47282472,K5C42A-K5C45A,317
1180,P53,Ida,K5C45A,-76.51092944,3.47282472,K5C46A,-76.50982194,3.47409861,K5C45A-K5C46A,187
1181,P53,Ida,K5C46A,-76.50982194,3.47409861,K5C51A,-76.50680361,3.47754139,K5C46A-K5C51A,509
1182,P53,Ida,K5C51A,-76.50680361,3.47754139,K55C52,-76.50538389,3.479245,K5C51A-K55C52,246
1183,P53,Ida,K55C52,-76.50538389,3.479245,K5NC58N,-76.50301694,3.48175667,K55C52-K5NC58N,383
1184,P53,Ida,K5NC58N,-76.50301694,3.48175667,K5NC63,-76.50153583,3.48431472,K5NC58N-K5NC63,333
1185,P53,Ida,K5NC63,-76.50153583,3.48431472,K5NC68,-76.50090667,3.48623056,K5NC63-K5NC68,229
1186,P53,Ida,K5NC68,-76.50090667,3.48623056,C70K4N2,-76.49718667,3.48626,K5NC68-C70K4N2,481
1187,P53,Ida,C70K4N2,-76.49718667,3.48626,K1C661,-76.49619333,3.48487333,C70K4N2-K1C661,275
1188,P53,Ida,K1C661,-76.49619333,3.48487333,CHIMI1,-76.49809556,3.48178639,K1C661-CHIMI1,449
1189,P53,Vuelta,CHIMI1,-76.49809556,3.48178639,K5NC61N,-76.50252056,3.48260611,CHIMI1-K5NC61N,604
1190,P53,Vuelta,K5NC61N,-76.50252056,3.48260611,K5NC57N,-76.50377528,3.48119139,K5NC61N-K5NC57N,210
1191,P53,Vuelta,K5NC57N,-76.50377528,3.48119139,K5NC55N,-76.50508639,3.47972611,K5NC57N-K5NC55N,218
1192,P53,Vuelta,K5NC55N,-76.50508639,3.47972611,K5NC51AN,-76.50694806,3.47759111,K5NC55N-K5NC51AN,314
