PRODUCTO,VEH_ID,QPAX,CRD_SNR,O_ESTACION,D_ESTACION,O_ID_ESTACION,D_ID_ESTACION,TRONCAL,HORA_MATSIM,1_USO,START,END
UNIVIAJE-II,2003,1,46829,SAN PEDRO,MELENDEZ,25,3,YES,54900,0,0,0
UNIVIAJE-II,2003,1,46829,SAN PEDRO,MELENDEZ,25,3,YES,70080,0,0,YES
UNIVIAJE-II,801,1,46833,PAMPALINDA,BUITRERA,7,2,YES,34140,0,YES,0
UNIVIAJE-II,803,1,46833,PAMPALINDA,BUITRERA,7,2,YES,55920,0,0,0
UNIVIAJE-II,803,1,46833,PAMPALINDA,MELENDEZ,7,3,YES,68460,0,0,0
UNIVIAJE-II,803,1,46833,PAMPALINDA,MELENDEZ,7,3,YES,72960,0,0,YES
UNIVIAJE-II,302,1,46840,BUITRERA,MELENDEZ,2,3,YES,33120,0,YES,0
UNIVIAJE-II,302,1,46840,BUITRERA,MELENDEZ,2,3,YES,55740,0,0,YES
UNIVIAJE-II,1002,1,46843,UND DEPORT,MELENDEZ,40,3,YES,44640,0,YES,0
UNIVIAJE-II,1002,1,46843,UND DEPORT,MELENDEZ,40,3,YES,57300,0,0,0
UNIVIAJE-II,1003,1,46843,UND DEPORT,MELENDEZ,40,3,YES,77820,0,0,YES
UNIVIAJE-II,1601,1,46844,SAN BOSCO,MELENDEZ,14,3,YES,60720,0,YES,0
UNIVIAJE-II,1601,1,46844,SAN BOSCO,MELENDEZ,14,3,YES,68100,0,0,0
UNIVIAJE-II,1601,1,46844,SAN BOSCO,CALDAS,14,5,YES,82500,0,0,YES
UNIVIAJE-II,3002,1,46847,CENTRO,MELENDEZ,28,3,YES,31200,0,YES,0
UNIVIAJE-II,3002,1,46847,CENTRO,MELENDEZ,28,3,YES,59460,0,0,YES
UNIVIAJE-II,2006,1,46848,SAN PEDRO,CAPRI,25,4,YES,35940,0,YES,0
UNIVIAJE-II,2006,1,46848,SAN PEDRO,MELENDEZ,25,3,YES,61920,0,0,0
UNIVIAJE-II,2006,1,46848,SAN PEDRO,MELENDEZ,25,3,YES,68760,0,0,YES
UNIVIAJE-II,1303,1,46850,ESTADIO,BUITRERA,11,2,YES,34440,0,YES,0
UNIVIAJE-II,1302,1,46850,ESTADIO,BUITRERA,11,2,YES,40980,0,0,0
UNIVIAJE-II,1303,1,46850,ESTADIO,BUITRERA,11,2,YES,44160,0,0,0
UNIVIAJE-II,1303,1,46850,ESTADIO,BUITRERA,11,2,YES,57540,0,0,0
UNIVIAJE-II,1303,1,46850,ESTADIO,BUITRERA,11,2,YES,67200,0,0,0
UNIVIAJE-II,1303,1,46850,ESTADIO,BUITRERA,11,2,YES,81480,0,0,YES
UNIVIAJE-II,2003,1,46854,SAN PEDRO,MELENDEZ,25,3,YES,39000,0,YES,0
UNIVIAJE-II,2001,1,46854,SAN PEDRO,MELENDEZ,25,3,YES,61620,0,0,0
UNIVIAJE-II,2003,1,46854,SAN PEDRO,TEQUENDAMA,25,10,YES,78360,0,0,YES
UNIVIAJE-II,4303,1,46857,AMERICAS,BUITRERA,44,2,YES,21060,0,YES,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,29460,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,35040,0,0,0
UNIVIAJE-II,4301,1,46857,AMERICAS,MELENDEZ,44,3,YES,40860,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,43140,0,0,0
UNIVIAJE-II,4301,1,46857,AMERICAS,MELENDEZ,44,3,YES,48060,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,49740,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,54180,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,58800,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,62100,0,0,0
UNIVIAJE-II,4303,1,46857,AMERICAS,MELENDEZ,44,3,YES,70740,0,0,YES
UNIVIAJE-II,1203,1,46859,TEQUENDAMA,MELENDEZ,10,3,YES,41760,0,YES,0
UNIVIAJE-II,1203,1,46859,TEQUENDAMA,MELENDEZ,10,3,YES,44040,0,0,YES
UNIVIAJE-II,701,1,46865,REFUGIO,MELENDEZ,6,3,YES,25500,0,YES,0
UNIVIAJE-II,701,1,46865,REFUGIO,MELENDEZ,6,3,YES,34080,0,0,0
UNIVIAJE-II,701,1,46865,REFUGIO,MELENDEZ,6,3,YES,57960,0,0,0
UNIVIAJE-II,701,1,46865,REFUGIO,MELENDEZ,6,3,YES,64920,0,0,YES
UNIVIAJE-II,302,1,46866,BUITRERA,MELENDEZ,2,3,YES,51900,0,YES,0
UNIVIAJE-II,302,1,46866,BUITRERA,CAPRI,2,4,YES,79860,0,0,YES
UNIVIAJE-II,1906,1,46867,PETECUY,PETECUY,24,24,YES,26040,0,YES,0
UNIVIAJE-II,1906,1,46867,PETECUY,CAPRI,24,4,YES,60240,0,0,YES
UNIVIAJE-II,1002,1,46872,UND DEPORT,MELENDEZ,40,3,YES,38760,0,YES,0
UNIVIAJE-II,1002,1,46872,UND DEPORT,MELENDEZ,40,3,YES,55800,0,0,0
UNIVIAJE-II,1002,1,46872,UND DEPORT,MELENDEZ,40,3,YES,68400,0,0,YES
UNIVIAJE-II,3006,1,46873,CENTRO,MELENDEZ,28,3,YES,60180,0,YES,0
UNIVIAJE-II,3006,1,46873,CENTRO,MELENDEZ,28,3,YES,67560,0,0,YES
UNIVIAJE-II,2006,1,46877,SAN PEDRO,MELENDEZ,25,3,YES,56100,0,YES,0
UNIVIAJE-II,2006,1,46877,SAN PEDRO,MELENDEZ,25,3,YES,66840,0,0,YES
UNIVIAJE-II,4203,1,46883,T. CALI,MELENDEZ,26,3,YES,47100,0,YES,0
UNIVIAJE-II,4203,1,46883,T. CALI,MELENDEZ,26,3,YES,52320,0,0,0
UNIVIAJE-II,4203,1,46883,T. CALI,MELENDEZ,26,3,YES,65520,0,0,0
UNIVIAJE-II,4201,1,46883,T. CALI,CAPRI,26,4,YES,80580,0,0,YES
UNIVIAJE-II,903,1,46885,PLZ TOROS,MELENDEZ,8,3,YES,43020,0,YES,0
UNIVIAJE-II,903,1,46885,PLZ TOROS,CALDAS,8,5,YES,59820,0,0,0
UNIVIAJE-II,903,1,46885,PLZ TOROS,CAPRI,8,4,YES,74580,0,0,YES
UNIVIAJE-II,3204,1,46887,ERMITA,MELENDEZ,29,3,YES,30720,0,YES,0
UNIVIAJE-II,3204,1,46887,ERMITA,MELENDEZ,29,3,YES,35100,0,0,0
UNIVIAJE-II,3204,1,46887,ERMITA,MELENDEZ,29,3,YES,38400,0,0,0
UNIVIAJE-II,3204,1,46887,ERMITA,BUITRERA,29,2,YES,53580,0,0,0
UNIVIAJE-II,3204,1,46887,ERMITA,MELENDEZ,29,3,YES,57180,0,0,0
UNIVIAJE-II,3203,1,46887,ERMITA,BUITRERA,29,2,YES,69240,0,0,0
UNIVIAJE-II,3203,1,46887,ERMITA,CAPRI,29,4,YES,74760,0,0,YES
UNIVIAJE-II,1202,1,46888,TEQUENDAMA,BUITRERA,10,2,YES,29280,0,YES,0
UNIVIAJE-II,1202,1,46888,TEQUENDAMA,CAPRI,10,4,YES,80400,0,0,YES
UNIVIAJE-II,1603,1,46889,SAN BOSCO,BUITRERA,14,2,YES,44640,0,YES,0
UNIVIAJE-II,1601,1,46889,SAN BOSCO,MELENDEZ,14,3,YES,55260,0,0,0
UNIVIAJE-II,1601,1,46889,SAN BOSCO,MELENDEZ,14,3,YES,63420,0,0,0
UNIVIAJE-II,1601,1,46889,SAN BOSCO,CAPRI,14,4,YES,69960,0,0,YES
UNIVIAJE-II,3001,1,46891,CENTRO,MELENDEZ,28,3,YES,39300,0,YES,0
UNIVIAJE-II,3001,1,46891,CENTRO,MELENDEZ,28,3,YES,59760,0,0,YES
UNIVIAJE-II,3101,1,46894,CAICEDO,MELENDEZ,42,3,YES,38220,0,YES,0
UNIVIAJE-II,3102,1,46894,CAICEDO,MELENDEZ,42,3,YES,47640,0,0,0
UNIVIAJE-II,3101,1,46894,CAICEDO,MELENDEZ,42,3,YES,53100,0,0,0
UNIVIAJE-II,3102,1,46894,CAICEDO,MELENDEZ,42,3,YES,64440,0,0,YES
UNIVIAJE-II,1203,1,46897,TEQUENDAMA,MELENDEZ,10,3,YES,42000,0,YES,0
UNIVIAJE-II,1203,1,46897,TEQUENDAMA,MELENDEZ,10,3,YES,43980,0,0,YES
UNIVIAJE-II,1203,1,46900,TEQUENDAMA,MELENDEZ,10,3,YES,38220,0,YES,0
UNIVIAJE-II,1203,1,46900,TEQUENDAMA,BUITRERA,10,2,YES,51420,0,0,0
UNIVIAJE-II,1203,1,46900,TEQUENDAMA,MELENDEZ,10,3,YES,66660,0,0,YES
UNIVIAJE-II,2003,1,46902,SAN PEDRO,CAPRI,25,4,YES,33300,0,YES,0
UNIVIAJE-II,2003,1,46902,SAN PEDRO,MELENDEZ,25,3,YES,67800,0,0,YES
UNIVIAJE-II,1002,1,46903,UND DEPORT,MELENDEZ,40,3,YES,45000,0,YES,0
UNIVIAJE-II,1002,1,46903,UND DEPORT,MELENDEZ,40,3,YES,60480,0,0,0
UNIVIAJE-II,1003,1,46903,UND DEPORT,MELENDEZ,40,3,YES,75300,0,0,YES
UNIVIAJE-II,1002,1,46905,UND DEPORT,MELENDEZ,40,3,YES,42120,0,YES,0
UNIVIAJE-II,1003,1,46905,UND DEPORT,MELENDEZ,40,3,YES,59580,0,0,YES
UNIVIAJE-II,1002,1,46906,UND DEPORT,MELENDEZ,40,3,YES,45540,0,YES,0
UNIVIAJE-II,1002,1,46906,UND DEPORT,MELENDEZ,40,3,YES,52320,0,0,0
UNIVIAJE-II,1003,1,46906,UND DEPORT,MELENDEZ,40,3,YES,70920,0,0,YES
UNIVIAJE-II,1906,1,46907,PETECUY,MELENDEZ,24,3,YES,40380,0,YES,0
UNIVIAJE-II,1906,1,46907,PETECUY,CAPRI,24,4,YES,44220,0,0,YES
UNIVIAJE-II,1906,1,46908,PETECUY,PETECUY,24,24,YES,27660,0,YES,0
UNIVIAJE-II,1904,1,46908,PETECUY,MELENDEZ,24,3,YES,61680,0,0,0
UNIVIAJE-II,1906,1,46908,PETECUY,CAPRI,24,4,YES,67740,0,0,YES
UNIVIAJE-II,1203,1,46909,TEQUENDAMA,MELENDEZ,10,3,YES,40380,0,YES,0
UNIVIAJE-II,1202,1,46909,TEQUENDAMA,MELENDEZ,10,3,YES,45840,0,0,0
UNIVIAJE-II,1203,1,46909,TEQUENDAMA,MELENDEZ,10,3,YES,70320,0,0,YES
UNIVIAJE-II,2001,1,46910,SAN PEDRO,MELENDEZ,25,3,YES,38400,0,YES,0
UNIVIAJE-II,2003,1,46910,SAN PEDRO,MELENDEZ,25,3,YES,62700,0,0,0
UNIVIAJE-II,2003,1,46910,SAN PEDRO,MELENDEZ,25,3,YES,66120,0,0,0
UNIVIAJE-II,2003,1,46910,SAN PEDRO,MELENDEZ,25,3,YES,68940,0,0,YES
UNIVIAJE-II,803,1,46912,PAMPALINDA,BUITRERA,7,2,YES,36960,0,YES,0
UNIVIAJE-II,801,1,46912,PAMPALINDA,MELENDEZ,7,3,YES,64020,0,0,YES
UNIVIAJE-II,1504,1,46913,ST LIBRADA,BUITRERA,13,2,YES,32700,0,YES,0
UNIVIAJE-II,1504,1,46913,ST LIBRADA,BUITRERA,13,2,YES,38700,0,0,0
UNIVIAJE-II,1504,1,46913,ST LIBRADA,MELENDEZ,13,3,YES,42240,0,0,0
UNIVIAJE-II,1506,1,46913,ST LIBRADA,BUITRERA,13,2,YES,61620,0,0,0
UNIVIAJE-II,1504,1,46913,ST LIBRADA,BUITRERA,13,2,YES,69180,0,0,0
UNIVIAJE-II,1506,1,46913,ST LIBRADA,MELENDEZ,13,3,YES,78060,0,0,YES
UNIVIAJE-II,2003,1,46914,SAN PEDRO,MELENDEZ,25,3,YES,39600,0,YES,0
UNIVIAJE-II,2001,1,46914,SAN PEDRO,MELENDEZ,25,3,YES,61620,0,0,0
UNIVIAJE-II,2003,1,46914,SAN PEDRO,MELENDEZ,25,3,YES,64500,0,0,0
UNIVIAJE-II,2003,1,46914,SAN PEDRO,MELENDEZ,25,3,YES,71100,0,0,YES
UNIVIAJE-II,3001,1,46918,CENTRO,BUITRERA,28,2,YES,40140,0,YES,0
UNIVIAJE-II,3002,1,46918,CENTRO,MELENDEZ,28,3,YES,57600,0,0,0
UNIVIAJE-II,3001,1,46918,CENTRO,MELENDEZ,28,3,YES,68340,0,0,YES
UNIVIAJE-II,2003,1,46920,SAN PEDRO,MELENDEZ,25,3,YES,38220,0,YES,0
UNIVIAJE-II,2001,1,46920,SAN PEDRO,MELENDEZ,25,3,YES,56580,0,0,0
UNIVIAJE-II,2003,1,46920,SAN PEDRO,MELENDEZ,25,3,YES,63840,0,0,YES
UNIVIAJE-II,4602,1,46924,VIPASA,MELENDEZ,46,3,YES,25920,0,YES,0
UNIVIAJE-II,4602,1,46924,VIPASA,CAPRI,46,4,YES,38520,0,0,0
UNIVIAJE-II,4602,1,46924,VIPASA,CAPRI,46,4,YES,45900,0,0,0
UNIVIAJE-II,4602,1,46924,VIPASA,MELENDEZ,46,3,YES,51840,0,0,0
UNIVIAJE-II,4602,1,46924,VIPASA,CALDAS,46,5,YES,61800,0,0,0
UNIVIAJE-II,4602,1,46924,VIPASA,CAPRI,46,4,YES,68880,0,0,YES
UNIVIAJE-II,1202,1,46926,TEQUENDAMA,BUITRERA,10,2,YES,56040,0,YES,0
UNIVIAJE-II,1203,1,46926,TEQUENDAMA,MELENDEZ,10,3,YES,61260,0,0,YES
UNIVIAJE-II,2006,1,46927,SAN PEDRO,BUITRERA,25,2,YES,60120,0,YES,0
UNIVIAJE-II,2006,1,46927,SAN PEDRO,MELENDEZ,25,3,YES,68520,0,0,YES
UNIVIAJE-II,1603,1,46929,SAN BOSCO,BUITRERA,14,2,YES,22500,0,YES,0
UNIVIAJE-II,1603,1,46929,SAN BOSCO,BUITRERA,14,2,YES,28260,0,0,0
UNIVIAJE-II,1601,1,46929,SAN BOSCO,MELENDEZ,14,3,YES,40440,0,0,0
UNIVIAJE-II,1601,1,46929,SAN BOSCO,MELENDEZ,14,3,YES,54480,0,0,0
UNIVIAJE-II,1601,1,46929,SAN BOSCO,MELENDEZ,14,3,YES,62220,0,0,0
UNIVIAJE-II,1601,1,46929,SAN BOSCO,MELENDEZ,14,3,YES,68700,0,0,YES
UNIVIAJE-II,2003,1,46930,SAN PEDRO,CHIMINANGOS,25,38,YES,18780,0,YES,0
UNIVIAJE-II,2003,1,46930,SAN PEDRO,BUITRERA,25,2,YES,57900,0,0,0
UNIVIAJE-II,2001,1,46930,SAN PEDRO,CALDAS,25,5,YES,72120,0,0,YES
UNIVIAJE-II,803,1,46932,PAMPALINDA,BUITRERA,7,2,YES,34500,0,YES,0
UNIVIAJE-II,803,1,46932,PAMPALINDA,BUITRERA,7,2,YES,51540,0,0,0
UNIVIAJE-II,803,1,46932,PAMPALINDA,MELENDEZ,7,3,YES,69720,0,0,YES
UNIVIAJE-II,1704,1,46933,SAN PASCUA,BUITRERA,15,2,YES,31860,0,YES,0
UNIVIAJE-II,1704,1,46933,SAN PASCUA,MELENDEZ,15,3,YES,37560,0,0,0
UNIVIAJE-II,1704,1,46933,SAN PASCUA,CAPRI,15,4,YES,50280,0,0,0
UNIVIAJE-II,1704,1,46933,SAN PASCUA,MELENDEZ,15,3,YES,54960,0,0,0
UNIVIAJE-II,1704,1,46933,SAN PASCUA,BUITRERA,15,2,YES,61200,0,0,0
UNIVIAJE-II,1704,1,46933,SAN PASCUA,CAPRI,15,4,YES,72060,0,0,YES
UNIVIAJE-II,1901,1,46934,PETECUY,TEQUENDAMA,24,10,YES,31800,0,YES,0
UNIVIAJE-II,1901,1,46934,PETECUY,CAPRI,24,4,YES,58500,0,0,0
UNIVIAJE-II,1901,1,46934,PETECUY,MELENDEZ,24,3,YES,63420,0,0,0
UNIVIAJE-II,1903,1,46934,PETECUY,MZ. SABER,24,12,YES,74640,0,0,YES
UNIVIAJE-II,1203,1,46936,TEQUENDAMA,BUITRERA,10,2,YES,32940,0,YES,0
UNIVIAJE-II,1203,1,46936,TEQUENDAMA,BUITRERA,10,2,YES,53580,0,0,0
UNIVIAJE-II,1202,1,46936,TEQUENDAMA,MELENDEZ,10,3,YES,66360,0,0,YES
UNIVIAJE-II,603,1,46938,CALDAS,MELENDEZ,5,3,YES,29280,0,YES,0
UNIVIAJE-II,603,1,46938,CALDAS,BUITRERA,5,2,YES,33660,0,0,0
UNIVIAJE-II,603,1,46938,CALDAS,MELENDEZ,5,3,YES,40560,0,0,0
UNIVIAJE-II,602,1,46938,CALDAS,MELENDEZ,5,3,YES,54300,0,0,0
UNIVIAJE-II,602,1,46938,CALDAS,MELENDEZ,5,3,YES,61860,0,0,0
UNIVIAJE-II,602,1,46938,CALDAS,BUITRERA,5,2,YES,66900,0,0,0
UNIVIAJE-II,603,1,46938,CALDAS,MELENDEZ,5,3,YES,78240,0,0,YES
UNIVIAJE-II,4203,1,46939,T. CALI,MELENDEZ,26,3,YES,36900,0,YES,0
UNIVIAJE-II,4201,1,46939,T. CALI,MELENDEZ,26,3,YES,55080,0,0,YES
UNIVIAJE-II,2006,1,46945,SAN PEDRO,MELENDEZ,25,3,YES,41040,0,YES,0
UNIVIAJE-II,2006,1,46945,SAN PEDRO,CAPRI,25,4,YES,53520,0,0,0
UNIVIAJE-II,2006,1,46945,SAN PEDRO,MELENDEZ,25,3,YES,70320,0,0,YES
UNIVIAJE-II,3603,1,46946,POPULAR,MELENDEZ,35,3,YES,21840,0,YES,0
UNIVIAJE-II,3603,1,46946,POPULAR,PAMPALINDA,35,7,YES,38460,0,0,0
UNIVIAJE-II,3603,1,46946,POPULAR,CALDAS,35,5,YES,44700,0,0,0
UNIVIAJE-II,3603,1,46946,POPULAR,MELENDEZ,35,3,YES,56220,0,0,0
UNIVIAJE-II,3603,1,46946,POPULAR,MELENDEZ,35,3,YES,68700,0,0,0
UNIVIAJE-II,3603,1,46946,POPULAR,SAN PEDRO,35,25,YES,81120,0,0,YES
UNIVIAJE-II,1303,1,46948,ESTADIO,BUITRERA,11,2,YES,40800,0,YES,0
UNIVIAJE-II,1303,1,46948,ESTADIO,BUITRERA,11,2,YES,45000,0,0,0
UNIVIAJE-II,1303,1,46948,ESTADIO,BUITRERA,11,2,YES,57060,0,0,0
UNIVIAJE-II,1303,1,46948,ESTADIO,BUITRERA,11,2,YES,66540,0,0,0
UNIVIAJE-II,1303,1,46948,ESTADIO,BUITRERA,11,2,YES,80460,0,0,YES
UNIVIAJE-II,302,1,46950,BUITRERA,MELENDEZ,2,3,YES,41880,0,YES,0
UNIVIAJE-II,302,1,46950,BUITRERA,MELENDEZ,2,3,YES,48660,0,0,0
UNIVIAJE-II,302,1,46950,BUITRERA,MELENDEZ,2,3,YES,73560,0,0,YES
UNIVIAJE-II,1603,1,46951,SAN BOSCO,BUITRERA,14,2,YES,24900,0,YES,0
UNIVIAJE-II,1603,1,46951,SAN BOSCO,BUITRERA,14,2,YES,27240,0,0,0
UNIVIAJE-II,1603,1,46951,SAN BOSCO,MELENDEZ,14,3,YES,37620,0,0,0
UNIVIAJE-II,1601,1,46951,SAN BOSCO,MELENDEZ,14,3,YES,51840,0,0,0
UNIVIAJE-II,1601,1,46951,SAN BOSCO,MELENDEZ,14,3,YES,66180,0,0,0
UNIVIAJE-II,1601,1,46951,SAN BOSCO,CALDAS,14,5,YES,81120,0,0,YES
UNIVIAJE-II,1303,1,46954,ESTADIO,BUITRERA,11,2,YES,29280,0,YES,0
UNIVIAJE-II,1303,1,46954,ESTADIO,BUITRERA,11,2,YES,39900,0,0,0
UNIVIAJE-II,1303,1,46954,ESTADIO,BUITRERA,11,2,YES,48540,0,0,0
UNIVIAJE-II,1302,1,46954,ESTADIO,BUITRERA,11,2,YES,53580,0,0,0
UNIVIAJE-II,1303,1,46954,ESTADIO,BUITRERA,11,2,YES,60120,0,0,0
UNIVIAJE-II,1302,1,46954,ESTADIO,BUITRERA,11,2,YES,64740,0,0,0
UNIVIAJE-II,1303,1,46954,ESTADIO,BUITRERA,11,2,YES,80580,0,0,YES
UNIVIAJE-II,1302,1,46955,ESTADIO,BUITRERA,11,2,YES,46560,0,YES,0
UNIVIAJE-II,1303,1,46955,ESTADIO,BUITRERA,11,2,YES,54900,0,0,0
UNIVIAJE-II,1303,1,46955,ESTADIO,BUITRERA,11,2,YES,68940,0,0,0
UNIVIAJE-II,1303,1,46955,ESTADIO,BUITRERA,11,2,YES,79140,0,0,YES
UNIVIAJE-II,1504,1,46957,ST LIBRADA,BUITRERA,13,2,YES,32640,0,YES,0
UNIVIAJE-II,1504,1,46957,ST LIBRADA,BUITRERA,13,2,YES,38760,0,0,0
UNIVIAJE-II,1504,1,46957,ST LIBRADA,BUITRERA,13,2,YES,43200,0,0,0
UNIVIAJE-II,1506,1,46957,ST LIBRADA,MELENDEZ,13,3,YES,61140,0,0,0
UNIVIAJE-II,1506,1,46957,ST LIBRADA,BUITRERA,13,2,YES,68940,0,0,0
UNIVIAJE-II,1504,1,46957,ST LIBRADA,MELENDEZ,13,3,YES,75900,0,0,YES
UNIVIAJE-II,1601,1,46959,SAN BOSCO,MELENDEZ,14,3,YES,59100,0,YES,0
UNIVIAJE-II,1601,1,46959,SAN BOSCO,MELENDEZ,14,3,YES,68100,0,0,0
UNIVIAJE-II,1601,1,46959,SAN BOSCO,MELENDEZ,14,3,YES,76500,0,0,YES
UNIVIAJE-II,801,1,46960,PAMPALINDA,BUITRERA,7,2,YES,34440,0,YES,0
UNIVIAJE-II,803,1,46960,PAMPALINDA,BUITRERA,7,2,YES,56160,0,0,0
UNIVIAJE-II,803,1,46960,PAMPALINDA,MELENDEZ,7,3,YES,68340,0,0,0
UNIVIAJE-II,803,1,46960,PAMPALINDA,MELENDEZ,7,3,YES,73260,0,0,YES
UNIVIAJE-II,1603,1,46961,SAN BOSCO,BUITRERA,14,2,YES,31380,0,YES,0
UNIVIAJE-II,1603,1,46961,SAN BOSCO,MELENDEZ,14,3,YES,37140,0,0,0
UNIVIAJE-II,1601,1,46961,SAN BOSCO,MELENDEZ,14,3,YES,58560,0,0,0
UNIVIAJE-II,1601,1,46961,SAN BOSCO,MELENDEZ,14,3,YES,73680,0,0,YES
UNIVIAJE-II,1903,1,46962,PETECUY,CAPRI,24,4,YES,44040,0,YES,0
UNIVIAJE-II,1903,1,46962,PETECUY,CAPRI,24,4,YES,49440,0,0,0
UNIVIAJE-II,1903,1,46962,PETECUY,MELENDEZ,24,3,YES,54540,0,0,0
UNIVIAJE-II,1903,1,46962,PETECUY,CAPRI,24,4,YES,60240,0,0,0
UNIVIAJE-II,1903,1,46962,PETECUY,MELENDEZ,24,3,YES,69900,0,0,YES
UNIVIAJE-II,2006,1,46963,SAN PEDRO,CAPRI,25,4,YES,50640,0,YES,0
UNIVIAJE-II,2006,1,46963,SAN PEDRO,MELENDEZ,25,3,YES,64260,0,0,YES
UNIVIAJE-II,3002,1,46964,CENTRO,BUITRERA,28,2,YES,33300,0,YES,0
UNIVIAJE-II,3002,1,46964,CENTRO,BUITRERA,28,2,YES,57360,0,0,0
UNIVIAJE-II,3002,1,46964,CENTRO,MELENDEZ,28,3,YES,68760,0,0,YES
UNIVIAJE-II,2003,1,46967,SAN PEDRO,MELENDEZ,25,3,YES,37500,0,YES,0
UNIVIAJE-II,2003,1,46967,SAN PEDRO,BUITRERA,25,2,YES,61140,0,0,YES
UNIVIAJE-II,603,1,46968,CALDAS,REFUGIO,5,6,YES,21120,0,YES,0
UNIVIAJE-II,603,1,46968,CALDAS,BUITRERA,5,2,YES,28200,0,0,0
UNIVIAJE-II,603,1,46968,CALDAS,BUITRERA,5,2,YES,34740,0,0,0
UNIVIAJE-II,602,1,46968,CALDAS,MELENDEZ,5,3,YES,48660,0,0,0
UNIVIAJE-II,602,1,46968,CALDAS,BUITRERA,5,2,YES,51240,0,0,0
UNIVIAJE-II,603,1,46968,CALDAS,MELENDEZ,5,3,YES,60180,0,0,0
UNIVIAJE-II,603,1,46968,CALDAS,MELENDEZ,5,3,YES,63780,0,0,0
UNIVIAJE-II,603,1,46968,CALDAS,MELENDEZ,5,3,YES,69000,0,0,0
UNIVIAJE-II,603,1,46968,CALDAS,MELENDEZ,5,3,YES,75960,0,0,YES
UNIVIAJE-II,1303,1,46969,ESTADIO,BUITRERA,11,2,YES,46140,0,YES,0
UNIVIAJE-II,1302,1,46969,ESTADIO,BUITRERA,11,2,YES,52500,0,0,0
UNIVIAJE-II,1301,1,46969,ESTADIO,BUITRERA,11,2,YES,60540,0,0,0
UNIVIAJE-II,1303,1,46969,ESTADIO,BUITRERA,11,2,YES,61980,0,0,0
UNIVIAJE-II,1301,1,46969,ESTADIO,BUITRERA,11,2,YES,82680,0,0,YES
UNIVIAJE-II,104,1,46972,UNIVERSIDA,BUITRERA,39,2,YES,24660,0,YES,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,BUITRERA,39,2,YES,28020,0,0,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,BUITRERA,39,2,YES,38640,0,0,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,MELENDEZ,39,3,YES,40980,0,0,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,BUITRERA,39,2,YES,50100,0,0,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,MELENDEZ,39,3,YES,61980,0,0,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,MELENDEZ,39,3,YES,69480,0,0,0
UNIVIAJE-II,104,1,46972,UNIVERSIDA,MELENDEZ,39,3,YES,78900,0,0,YES
UNIVIAJE-II,1306,1,46973,ESTADIO,BUITRERA,11,2,YES,37740,0,YES,0
UNIVIAJE-II,1306,1,46973,ESTADIO,BUITRERA,11,2,YES,63900,0,0,YES
UNIVIAJE-II,1306,1,46974,ESTADIO,BUITRERA,11,2,YES,51960,0,YES,0
UNIVIAJE-II,1306,1,46974,ESTADIO,BUITRERA,11,2,YES,82440,0,0,YES
UNIVIAJE-II,1202,1,46976,TEQUENDAMA,BUITRERA,10,2,YES,21780,0,YES,0
UNIVIAJE-II,1203,1,46976,TEQUENDAMA,MELENDEZ,10,3,YES,60300,0,0,YES
UNIVIAJE-II,3503,1,46980,SALOMIA,MELENDEZ,36,3,YES,28680,0,YES,0
UNIVIAJE-II,3503,1,46980,SALOMIA,MELENDEZ,36,3,YES,50940,0,0,0
UNIVIAJE-II,3503,1,46980,SALOMIA,MELENDEZ,36,3,YES,62280,0,0,0
UNIVIAJE-II,3503,1,46980,SALOMIA,CAPRI,36,4,YES,67560,0,0,YES
UNIVIAJE-II,1203,1,46982,TEQUENDAMA,BUITRERA,10,2,YES,33180,0,YES,0
UNIVIAJE-II,1201,1,46982,TEQUENDAMA,MELENDEZ,10,3,YES,45240,0,0,YES
UNIVIAJE-II,3503,1,46986,SALOMIA,MELENDEZ,36,3,YES,25920,0,YES,0
UNIVIAJE-II,3503,1,46986,SALOMIA,MELENDEZ,36,3,YES,49200,0,0,0
UNIVIAJE-II,3503,1,46986,SALOMIA,PAMPALINDA,36,7,YES,57540,0,0,0
UNIVIAJE-II,3503,1,46986,SALOMIA,CAPRI,36,4,YES,67620,0,0,0
UNIVIAJE-II,3503,1,46986,SALOMIA,CAPRI,36,4,YES,71400,0,0,YES
UNIVIAJE-II,1003,1,46990,UND DEPORT,MELENDEZ,40,3,YES,27960,0,YES,0
