PRODUCTO,INTEGRACION,VEH_ID,QPAX,CRD_SNR,O_ESTACION,D_ESTACION,O_ID_ESTACION,D_ID_ESTACION,TRONCAL,HORA_MATSIM,1_USO,START,END
UNIVIAJE-II,,903,1,35304,PLZ TOROS,0,8,0,YES,73080,0,0,YES
UNIVIAJE-II,,3303,1,35308,CHIMINANGOS,0,38,0,YES,59400,0,YES,0
UNIVIAJE-II,,3303,1,35308,CHIMINANGOS,0,38,0,YES,60300,0,0,0
UNIVIAJE-II,,3303,1,35308,CHIMINANGOS,0,38,0,YES,65820,0,0,0
UNIVIAJE-II,,3303,1,35308,CHIMINANGOS,0,38,0,YES,67980,0,0,0
UNIVIAJE-II,,3303,1,35308,CHIMINANGOS,0,38,0,YES,69900,0,0,YES
UNIVIAJE-II,,1904,1,35313,PETECUY,0,24,0,YES,55920,0,YES,0
UNIVIAJE-II,,1906,1,35313,PETECUY,0,24,0,YES,69660,0,0,YES
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,21840,0,YES,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,26580,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,30660,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,37740,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,44520,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,50400,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,55560,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,59340,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,64020,0,0,0
UNIVIAJE-II,,402,1,35314,MELENDEZ,0,3,0,YES,68760,0,0,YES
UNIVIAJE-II,,1506,1,35315,ST LIBRADA,0,13,0,YES,21420,0,YES,0
UNIVIAJE-II,,1504,1,35315,ST LIBRADA,0,13,0,YES,41580,0,0,0
UNIVIAJE-II,,1506,1,35315,ST LIBRADA,0,13,0,YES,56760,0,0,0
UNIVIAJE-II,,1504,1,35315,ST LIBRADA,0,13,0,YES,66240,0,0,0
UNIVIAJE-II,,1504,1,35315,ST LIBRADA,0,13,0,YES,69960,0,0,YES
UNIVIAJE-II,,4303,1,35322,AMERICAS,0,44,0,YES,58980,0,YES,0
UNIVIAJE-II,,4301,1,35322,AMERICAS,0,44,0,YES,61800,0,0,0
UNIVIAJE-II,,4303,1,35322,AMERICAS,0,44,0,YES,67920,0,0,YES
UNIVIAJE-II,,2003,1,35327,SAN PEDRO,0,25,0,YES,43080,0,YES,0
UNIVIAJE-II,,2003,1,35327,SAN PEDRO,0,25,0,YES,49200,0,0,YES
UNIVIAJE-II,,1304,1,35328,ESTADIO,0,11,0,YES,52320,0,YES,0
UNIVIAJE-II,,1304,1,35328,ESTADIO,0,11,0,YES,78420,0,0,YES
UNIVIAJE-II,,3503,1,35329,SALOMIA,0,36,0,YES,46080,0,YES,0
UNIVIAJE-II,,3503,1,35329,SALOMIA,0,36,0,YES,59160,0,0,YES
UNIVIAJE-II,,3204,1,35330,ERMITA,0,29,0,YES,43200,0,YES,0
UNIVIAJE-II,,3204,1,35330,ERMITA,0,29,0,YES,52200,0,0,0
UNIVIAJE-II,,3203,1,35330,ERMITA,0,29,0,YES,57720,0,0,0
UNIVIAJE-II,,3204,1,35330,ERMITA,0,29,0,YES,63300,0,0,YES
UNIVIAJE-II,,1401,1,35332,MZ. SABER,0,12,0,YES,58440,0,YES,0
UNIVIAJE-II,,1403,1,35332,MZ. SABER,0,12,0,YES,79980,0,0,YES
UNIVIAJE-II,,4303,1,35333,AMERICAS,0,44,0,YES,74520,0,YES,0
UNIVIAJE-II,,4301,1,35333,AMERICAS,0,44,0,YES,78720,0,0,YES
UNIVIAJE-II,,1601,1,35334,SAN BOSCO,0,14,0,YES,46260,0,YES,0
UNIVIAJE-II,,1601,1,35334,SAN BOSCO,0,14,0,YES,48840,0,0,0
UNIVIAJE-II,,1601,1,35334,SAN BOSCO,0,14,0,YES,64560,0,0,0
UNIVIAJE-II,,1601,1,35334,SAN BOSCO,0,14,0,YES,79200,0,0,YES
UNIVIAJE-II,,1303,1,35335,ESTADIO,0,11,0,YES,72900,0,YES,0
UNIVIAJE-II,,1302,1,35335,ESTADIO,0,11,0,YES,78900,0,0,YES
UNIVIAJE-II,,1403,1,35336,MZ. SABER,0,12,0,YES,49380,0,YES,0
UNIVIAJE-II,,1401,1,35336,MZ. SABER,0,12,0,YES,72360,0,0,0
UNIVIAJE-II,,1401,1,35336,MZ. SABER,0,12,0,YES,76200,0,0,YES
UNIVIAJE-II,,1306,1,35339,ESTADIO,0,11,0,YES,43620,0,YES,0
UNIVIAJE-II,,1306,1,35339,ESTADIO,0,11,0,YES,68220,0,0,YES
UNIVIAJE-II,,4502,1,35341,PRADOS,0,45,0,YES,28320,0,YES,0
UNIVIAJE-II,,4502,1,35341,PRADOS,0,45,0,YES,43740,0,0,0
UNIVIAJE-II,,4502,1,35341,PRADOS,0,45,0,YES,52380,0,0,0
UNIVIAJE-II,,4502,1,35341,PRADOS,0,45,0,YES,55740,0,0,0
UNIVIAJE-II,,4502,1,35341,PRADOS,0,45,0,YES,64980,0,0,YES
UNIVIAJE-II,,4501,1,35345,PRADOS,0,45,0,YES,27420,0,YES,0
UNIVIAJE-II,,4502,1,35345,PRADOS,0,45,0,YES,45060,0,0,0
UNIVIAJE-II,,4502,1,35345,PRADOS,0,45,0,YES,51360,0,0,0
UNIVIAJE-II,,4502,1,35345,PRADOS,0,45,0,YES,58440,0,0,0
UNIVIAJE-II,,4501,1,35345,PRADOS,0,45,0,YES,67320,0,0,YES
UNIVIAJE-II,,1401,1,35349,MZ. SABER,0,12,0,YES,29160,0,YES,0
UNIVIAJE-II,,1403,1,35349,MZ. SABER,0,12,0,YES,45180,0,0,0
UNIVIAJE-II,,1403,1,35349,MZ. SABER,0,12,0,YES,56700,0,0,0
UNIVIAJE-II,,1401,1,35349,MZ. SABER,0,12,0,YES,58140,0,0,0
UNIVIAJE-II,,1403,1,35349,MZ. SABER,0,12,0,YES,79980,0,0,YES
UNIVIAJE-II,,3202,1,35352,ERMITA,0,29,0,YES,30840,0,YES,0
UNIVIAJE-II,,3202,1,35352,ERMITA,0,29,0,YES,43020,0,0,0
UNIVIAJE-II,,3202,1,35352,ERMITA,0,29,0,YES,63120,0,0,0
UNIVIAJE-II,,3202,1,35352,ERMITA,0,29,0,YES,72360,0,0,YES
UNIVIAJE-II,,6103,1,35354,TERMINAL MENGA,0,56,0,YES,26820,0,YES,0
UNIVIAJE-II,,6104,1,35354,TERMINAL MENGA,0,56,0,YES,28440,0,0,0
UNIVIAJE-II,,6104,1,35354,TERMINAL MENGA,0,56,0,YES,56880,0,0,0
UNIVIAJE-II,,6104,1,35354,TERMINAL MENGA,0,56,0,YES,63480,0,0,0
UNIVIAJE-II,,6104,1,35354,TERMINAL MENGA,0,56,0,YES,65040,0,0,0
UNIVIAJE-II,,6103,1,35354,TERMINAL MENGA,0,56,0,YES,70200,0,0,0
UNIVIAJE-II,,6103,1,35354,TERMINAL MENGA,0,56,0,YES,78900,0,0,YES
UNIVIAJE-II,,4602,1,35356,VIPASA,0,46,0,YES,17520,0,YES,0
UNIVIAJE-II,,4602,1,35356,VIPASA,0,46,0,YES,56160,0,0,0
UNIVIAJE-II,,4601,1,35356,VIPASA,0,46,0,YES,58620,0,0,0
UNIVIAJE-II,,4602,1,35356,VIPASA,0,46,0,YES,63840,0,0,0
UNIVIAJE-II,,4602,1,35356,VIPASA,0,46,0,YES,80880,0,0,YES
UNIVIAJE-II,,4403,1,35365,VERSALLES,0,43,0,YES,46200,0,YES,0
UNIVIAJE-II,,4401,1,35365,VERSALLES,0,43,0,YES,62040,0,0,YES
UNIVIAJE-II,,1403,1,35370,MZ. SABER,0,12,0,YES,35760,0,YES,0
UNIVIAJE-II,,1401,1,35370,MZ. SABER,0,12,0,YES,41880,0,0,0
UNIVIAJE-II,,1403,1,35370,MZ. SABER,0,12,0,YES,52620,0,0,0
UNIVIAJE-II,,1401,1,35370,MZ. SABER,0,12,0,YES,79980,0,0,YES
UNIVIAJE-II,,1904,1,35376,PETECUY,0,24,0,YES,41220,0,YES,0
UNIVIAJE-II,,1906,1,35376,PETECUY,0,24,0,YES,65460,0,0,YES
UNIVIAJE-II,,803,1,35377,PAMPALINDA,0,7,0,YES,36780,0,YES,0
UNIVIAJE-II,,801,1,35377,PAMPALINDA,0,7,0,YES,47880,0,0,0
UNIVIAJE-II,,801,1,35377,PAMPALINDA,0,7,0,YES,59520,0,0,YES
UNIVIAJE-II,,701,1,35381,REFUGIO,0,6,0,YES,29940,0,YES,0
UNIVIAJE-II,,701,1,35381,REFUGIO,0,6,0,YES,38460,0,0,0
UNIVIAJE-II,,701,1,35381,REFUGIO,0,6,0,YES,49380,0,0,0
UNIVIAJE-II,,701,1,35381,REFUGIO,0,6,0,YES,52860,0,0,0
UNIVIAJE-II,,701,1,35381,REFUGIO,0,6,0,YES,74520,0,0,YES
UNIVIAJE-II,,2003,1,35384,SAN PEDRO,0,25,0,YES,30120,0,YES,0
UNIVIAJE-II,,2003,1,35384,SAN PEDRO,0,25,0,YES,59400,0,0,YES
UNIVIAJE-II,,1601,1,35386,SAN BOSCO,0,14,0,YES,60300,0,YES,0
UNIVIAJE-II,,1601,1,35386,SAN BOSCO,0,14,0,YES,67920,0,0,0
UNIVIAJE-II,,1601,1,35386,SAN BOSCO,0,14,0,YES,82260,0,0,YES
UNIVIAJE-II,,3204,1,35393,ERMITA,0,29,0,YES,40080,0,YES,0
UNIVIAJE-II,,3204,1,35393,ERMITA,0,29,0,YES,62340,0,0,0
UNIVIAJE-II,,3204,1,35393,ERMITA,0,29,0,YES,66060,0,0,YES
UNIVIAJE-II,,1103,1,35396,LIDO,0,9,0,YES,32460,0,YES,0
UNIVIAJE-II,,1103,1,35396,LIDO,0,9,0,YES,60360,0,0,YES
UNIVIAJE-II,,1302,1,35402,ESTADIO,0,11,0,YES,75060,0,YES,0
UNIVIAJE-II,,1302,1,35402,ESTADIO,0,11,0,YES,79980,0,0,YES
UNIVIAJE-II,,1303,1,35404,ESTADIO,0,11,0,YES,35880,0,YES,0
UNIVIAJE-II,,1303,1,35404,ESTADIO,0,11,0,YES,47580,0,0,0
UNIVIAJE-II,,1303,1,35404,ESTADIO,0,11,0,YES,58080,0,0,0
UNIVIAJE-II,,1303,1,35404,ESTADIO,0,11,0,YES,65340,0,0,0
UNIVIAJE-II,,1301,1,35404,ESTADIO,0,11,0,YES,80640,0,0,YES
UNIVIAJE-II,,1302,1,35406,ESTADIO,0,11,0,YES,32940,0,YES,0
UNIVIAJE-II,,1303,1,35406,ESTADIO,0,11,0,YES,37800,0,0,0
UNIVIAJE-II,,1302,1,35406,ESTADIO,0,11,0,YES,73440,0,0,0
UNIVIAJE-II,,1301,1,35406,ESTADIO,0,11,0,YES,79620,0,0,YES
UNIVIAJE-II,,1203,1,35418,TEQUENDAMA,0,10,0,YES,52560,0,YES,0
UNIVIAJE-II,,1201,1,35418,TEQUENDAMA,0,10,0,YES,69240,0,0,YES
UNIVIAJE-II,,1203,1,35428,TEQUENDAMA,0,10,0,YES,39660,0,YES,0
UNIVIAJE-II,,1201,1,35428,TEQUENDAMA,0,10,0,YES,43200,0,0,0
UNIVIAJE-II,,1201,1,35428,TEQUENDAMA,0,10,0,YES,76440,0,0,YES
UNIVIAJE-II,,1101,1,35430,LIDO,0,9,0,YES,33120,0,YES,0
UNIVIAJE-II,,1103,1,35430,LIDO,0,9,0,YES,62100,0,0,0
UNIVIAJE-II,,1103,1,35430,LIDO,0,9,0,YES,74460,0,0,YES
UNIVIAJE-II,,1103,1,35431,LIDO,0,9,0,YES,39060,0,YES,0
UNIVIAJE-II,,1103,1,35431,LIDO,0,9,0,YES,42780,0,0,0
UNIVIAJE-II,,1103,1,35431,LIDO,0,9,0,YES,48180,0,0,0
UNIVIAJE-II,,1203,1,35431,TEQUENDAMA,0,10,0,YES,52380,0,0,0
UNIVIAJE-II,,1203,1,35431,TEQUENDAMA,0,10,0,YES,65280,0,0,YES
UNIVIAJE-II,,1103,1,35435,LIDO,0,9,0,YES,34560,0,YES,0
UNIVIAJE-II,,1103,1,35435,LIDO,0,9,0,YES,41880,0,0,YES
UNIVIAJE-II,,701,1,35438,REFUGIO,0,6,0,YES,29580,0,YES,0
UNIVIAJE-II,,701,1,35438,REFUGIO,0,6,0,YES,39180,0,0,0
UNIVIAJE-II,,701,1,35438,REFUGIO,0,6,0,YES,49020,0,0,0
UNIVIAJE-II,,701,1,35438,REFUGIO,0,6,0,YES,53760,0,0,0
UNIVIAJE-II,,701,1,35438,REFUGIO,0,6,0,YES,63120,0,0,0
UNIVIAJE-II,,701,1,35438,REFUGIO,0,6,0,YES,67800,0,0,YES
UNIVIAJE-II,,1203,1,35445,TEQUENDAMA,0,10,0,YES,27420,0,YES,0
UNIVIAJE-II,,1203,1,35445,TEQUENDAMA,0,10,0,YES,47220,0,0,YES
UNIVIAJE-II,,1306,1,35449,ESTADIO,0,11,0,YES,47460,0,YES,0
UNIVIAJE-II,,1304,1,35449,ESTADIO,0,11,0,YES,62520,0,0,0
UNIVIAJE-II,,1304,1,35449,ESTADIO,0,11,0,YES,79740,0,0,YES
UNIVIAJE-II,,4203,1,35453,T. CALI,0,26,0,YES,62820,0,YES,0
UNIVIAJE-II,,4201,1,35453,T. CALI,0,26,0,YES,63660,0,0,0
UNIVIAJE-II,,4203,1,35453,T. CALI,0,26,0,YES,81060,0,0,YES
UNIVIAJE-II,,1203,1,35458,TEQUENDAMA,0,10,0,YES,40980,0,YES,0
UNIVIAJE-II,,1203,1,35458,TEQUENDAMA,0,10,0,YES,50280,0,0,0
UNIVIAJE-II,,1201,1,35458,TEQUENDAMA,0,10,0,YES,58020,0,0,0
UNIVIAJE-II,,1201,1,35458,TEQUENDAMA,0,10,0,YES,67500,0,0,YES
UNIVIAJE-II,,1906,1,35459,PETECUY,0,24,0,YES,52320,0,YES,0
UNIVIAJE-II,,1906,1,35459,PETECUY,0,24,0,YES,58080,0,0,YES
UNIVIAJE-II,,1203,1,35461,TEQUENDAMA,0,10,0,YES,23880,0,YES,0
UNIVIAJE-II,,1202,1,35461,TEQUENDAMA,0,10,0,YES,49080,0,0,0
UNIVIAJE-II,,1202,1,35461,TEQUENDAMA,0,10,0,YES,60420,0,0,YES
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,23880,0,YES,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,30000,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,31080,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,35640,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,40860,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,47820,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,56760,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,57780,0,0,0
UNIVIAJE-II,,402,1,35462,MELENDEZ,0,3,0,YES,74700,0,0,YES
UNIVIAJE-II,,4303,1,35474,AMERICAS,0,44,0,YES,70740,0,YES,0
UNIVIAJE-II,,4301,1,35474,AMERICAS,0,44,0,YES,76740,0,0,YES
UNIVIAJE-II,,1704,1,35476,SAN PASCUA,0,15,0,YES,31860,0,YES,0
UNIVIAJE-II,,1704,1,35476,SAN PASCUA,0,15,0,YES,39480,0,0,0
UNIVIAJE-II,,1704,1,35476,SAN PASCUA,0,15,0,YES,56220,0,0,YES
UNIVIAJE-II,,3002,1,35479,CENTRO,0,28,0,YES,41400,0,YES,0
UNIVIAJE-II,,3001,1,35479,CENTRO,0,28,0,YES,52680,0,0,YES
UNIVIAJE-II,,1906,1,35481,PETECUY,0,24,0,YES,34620,0,YES,0
UNIVIAJE-II,,1906,1,35481,PETECUY,0,24,0,YES,60000,0,0,YES
UNIVIAJE-II,,1002,1,35486,UND DEPORT,0,40,0,YES,20400,0,YES,0
UNIVIAJE-II,,1002,1,35486,UND DEPORT,0,40,0,YES,32760,0,0,0
UNIVIAJE-II,,1002,1,35486,UND DEPORT,0,40,0,YES,63660,0,0,0
UNIVIAJE-II,,1003,1,35486,UND DEPORT,0,40,0,YES,73920,0,0,YES
UNIVIAJE-II,,701,1,35488,REFUGIO,0,6,0,YES,23340,0,YES,0
UNIVIAJE-II,,701,1,35488,REFUGIO,0,6,0,YES,36600,0,0,0
UNIVIAJE-II,,701,1,35488,REFUGIO,0,6,0,YES,56040,0,0,0
UNIVIAJE-II,,701,1,35488,REFUGIO,0,6,0,YES,73740,0,0,YES
UNIVIAJE-II,,803,1,35493,PAMPALINDA,0,7,0,YES,41520,0,YES,0
UNIVIAJE-II,,801,1,35493,PAMPALINDA,0,7,0,YES,62100,0,0,YES
UNIVIAJE-II,,1303,1,35506,ESTADIO,0,11,0,YES,75780,0,YES,0
UNIVIAJE-II,,1303,1,35506,ESTADIO,0,11,0,YES,80220,0,0,YES
UNIVIAJE-II,,1002,1,35509,UND DEPORT,0,40,0,YES,49020,0,YES,0
UNIVIAJE-II,,1003,1,35509,UND DEPORT,0,40,0,YES,60900,0,0,YES
UNIVIAJE-II,,1304,1,35512,ESTADIO,0,11,0,YES,51000,0,YES,0
UNIVIAJE-II,,1306,1,35512,ESTADIO,0,11,0,YES,78300,0,0,YES
UNIVIAJE-II,,3002,1,35514,CENTRO,0,28,0,YES,41460,0,YES,0
UNIVIAJE-II,,3002,1,35514,CENTRO,0,28,0,YES,56820,0,0,YES
UNIVIAJE-II,,801,1,35515,PAMPALINDA,0,7,0,YES,33420,0,YES,0
UNIVIAJE-II,,803,1,35515,PAMPALINDA,0,7,0,YES,55200,0,0,0
UNIVIAJE-II,,803,1,35515,PAMPALINDA,0,7,0,YES,68040,0,0,0
UNIVIAJE-II,,803,1,35515,PAMPALINDA,0,7,0,YES,73500,0,0,YES
UNIVIAJE-II,,3603,1,35516,POPULAR,0,35,0,YES,21360,0,YES,0
UNIVIAJE-II,,3603,1,35516,POPULAR,0,35,0,YES,39000,0,0,0
UNIVIAJE-II,,3603,1,35516,POPULAR,0,35,0,YES,44460,0,0,0
UNIVIAJE-II,,3603,1,35516,POPULAR,0,35,0,YES,56040,0,0,0
UNIVIAJE-II,,3603,1,35516,POPULAR,0,35,0,YES,68700,0,0,YES
UNIVIAJE-II,,1704,1,35523,SAN PASCUA,0,15,0,YES,37620,0,YES,0
UNIVIAJE-II,,1704,1,35523,SAN PASCUA,0,15,0,YES,49380,0,0,0
UNIVIAJE-II,,1704,1,35523,SAN PASCUA,0,15,0,YES,58260,0,0,0
UNIVIAJE-II,,1704,1,35523,SAN PASCUA,0,15,0,YES,64920,0,0,YES
UNIVIAJE-II,,1002,1,35524,UND DEPORT,0,40,0,YES,34980,0,YES,0
UNIVIAJE-II,,1003,1,35524,UND DEPORT,0,40,0,YES,50520,0,0,YES
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,19740,0,YES,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,22740,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,32700,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,37560,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,41880,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,46800,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,52260,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,54180,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,58980,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,62400,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,63900,0,0,0
UNIVIAJE-II,,504,1,35528,CAPRI,0,4,0,YES,71100,0,0,0
UNIVIAJE-II,,503,1,35528,CAPRI,0,4,0,YES,76200,0,0,YES
UNIVIAJE-II,,1203,1,35529,TEQUENDAMA,0,10,0,YES,25200,0,YES,0
UNIVIAJE-II,,1202,1,35529,TEQUENDAMA,0,10,0,YES,45240,0,0,YES
UNIVIAJE-II,,1303,1,35533,ESTADIO,0,11,0,YES,34500,0,YES,0
UNIVIAJE-II,,1303,1,35533,ESTADIO,0,11,0,YES,41220,0,0,0
UNIVIAJE-II,,1303,1,35533,ESTADIO,0,11,0,YES,43740,0,0,0
UNIVIAJE-II,,1303,1,35533,ESTADIO,0,11,0,YES,52800,0,0,0
UNIVIAJE-II,,1303,1,35533,ESTADIO,0,11,0,YES,71400,0,0,0
UNIVIAJE-II,,1303,1,35533,ESTADIO,0,11,0,YES,79980,0,0,YES
UNIVIAJE-II,,4203,1,35537,T. CALI,0,26,0,YES,23280,0,YES,0
UNIVIAJE-II,,4203,1,35537,T. CALI,0,26,0,YES,40800,0,0,0
UNIVIAJE-II,,4201,1,35537,T. CALI,0,26,0,YES,61560,0,0,0
UNIVIAJE-II,,4203,1,35537,T. CALI,0,26,0,YES,72840,0,0,YES
UNIVIAJE-II,,1203,1,35545,TEQUENDAMA,0,10,0,YES,25980,0,YES,0
UNIVIAJE-II,,1201,1,35545,TEQUENDAMA,0,10,0,YES,55140,0,0,0
UNIVIAJE-II,,1203,1,35545,TEQUENDAMA,0,10,0,YES,62700,0,0,YES
UNIVIAJE-II,,1403,1,35546,MZ. SABER,0,12,0,YES,48060,0,YES,0
UNIVIAJE-II,,1401,1,35546,MZ. SABER,0,12,0,YES,66540,0,0,0
UNIVIAJE-II,,1403,1,35546,MZ. SABER,0,12,0,YES,70380,0,0,0
UNIVIAJE-II,,1401,1,35546,MZ. SABER,0,12,0,YES,79740,0,0,YES
UNIVIAJE-II,,3204,1,35549,ERMITA,0,29,0,YES,40200,0,YES,0
UNIVIAJE-II,,3204,1,35549,ERMITA,0,29,0,YES,45060,0,0,0
UNIVIAJE-II,,3204,1,35549,ERMITA,0,29,0,YES,63540,0,0,YES
UNIVIAJE-II,,3503,1,35550,SALOMIA,0,36,0,YES,51600,0,YES,0
UNIVIAJE-II,,3503,1,35550,SALOMIA,0,36,0,YES,62640,0,0,0
UNIVIAJE-II,,3503,1,35550,SALOMIA,0,36,0,YES,65640,0,0,YES
UNIVIAJE-II,,1403,1,35551,MZ. SABER,0,12,0,YES,32340,0,YES,0
UNIVIAJE-II,,1401,1,35551,MZ. SABER,0,12,0,YES,41460,0,0,0
UNIVIAJE-II,,1403,1,35551,MZ. SABER,0,12,0,YES,46140,0,0,0
UNIVIAJE-II,,1403,1,35551,MZ. SABER,0,12,0,YES,57000,0,0,0
UNIVIAJE-II,,1403,1,35551,MZ. SABER,0,12,0,YES,80700,0,0,YES
UNIVIAJE-II,,1306,1,35559,ESTADIO,0,11,0,YES,45780,0,YES,0
UNIVIAJE-II,,1306,1,35559,ESTADIO,0,11,0,YES,65520,0,0,YES
UNIVIAJE-II,,1403,1,35565,MZ. SABER,0,12,0,YES,34980,0,YES,0
UNIVIAJE-II,,1403,1,35565,MZ. SABER,0,12,0,YES,41220,0,0,0
UNIVIAJE-II,,1403,1,35565,MZ. SABER,0,12,0,YES,57960,0,0,0
UNIVIAJE-II,,1403,1,35565,MZ. SABER,0,12,0,YES,68040,0,0,0
UNIVIAJE-II,,1403,1,35565,MZ. SABER,0,12,0,YES,80400,0,0,YES
UNIVIAJE-II,,1704,1,35575,SAN PASCUA,0,15,0,YES,33240,0,YES,0
UNIVIAJE-II,,1704,1,35575,SAN PASCUA,0,15,0,YES,40800,0,0,0
UNIVIAJE-II,,1704,1,35575,SAN PASCUA,0,15,0,YES,55860,0,0,YES
UNIVIAJE-II,,1304,1,35577,ESTADIO,0,11,0,YES,49380,0,YES,0
UNIVIAJE-II,,1306,1,35577,ESTADIO,0,11,0,YES,75120,0,0,YES
UNIVIAJE-II,,1403,1,35581,MZ. SABER,0,12,0,YES,62160,0,YES,0
UNIVIAJE-II,,1403,1,35581,MZ. SABER,0,12,0,YES,81420,0,0,YES
UNIVIAJE-II,,701,1,35582,REFUGIO,0,6,0,YES,30900,0,YES,0
UNIVIAJE-II,,701,1,35582,REFUGIO,0,6,0,YES,38340,0,0,0
UNIVIAJE-II,,701,1,35582,REFUGIO,0,6,0,YES,54420,0,0,0
UNIVIAJE-II,,701,1,35582,REFUGIO,0,6,0,YES,76080,0,0,YES
UNIVIAJE-II,,1904,1,35591,PETECUY,0,24,0,YES,49200,0,YES,0
UNIVIAJE-II,,1904,1,35591,PETECUY,0,24,0,YES,68460,0,0,YES
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,25500,0,YES,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,32100,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,36720,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,42840,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,44340,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,53280,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,56340,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,58200,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,63060,0,0,0
UNIVIAJE-II,,504,1,35592,CAPRI,0,4,0,YES,66240,0,0,0
UNIVIAJE-II,,503,1,35592,CAPRI,0,4,0,YES,71760,0,0,YES
UNIVIAJE-II,,3603,1,35595,POPULAR,0,35,0,YES,27120,0,YES,0
UNIVIAJE-II,,3603,1,35595,POPULAR,0,35,0,YES,31440,0,0,0
UNIVIAJE-II,,3603,1,35595,POPULAR,0,35,0,YES,54840,0,0,0
UNIVIAJE-II,,3603,1,35595,POPULAR,0,35,0,YES,59880,0,0,0
UNIVIAJE-II,,3603,1,35595,POPULAR,0,35,0,YES,70500,0,0,YES
UNIVIAJE-II,,3002,1,35596,CENTRO,0,28,0,YES,49020,0,YES,0
UNIVIAJE-II,,3001,1,35596,CENTRO,0,28,0,YES,59280,0,0,YES
UNIVIAJE-II,,302,1,35598,BUITRERA,0,2,0,YES,52020,0,YES,0
UNIVIAJE-II,,302,1,35598,BUITRERA,0,2,0,YES,78600,0,0,YES
UNIVIAJE-II,,4303,1,35600,AMERICAS,0,44,0,YES,58500,0,YES,0
UNIVIAJE-II,,4301,1,35600,AMERICAS,0,44,0,YES,61620,0,0,0
UNIVIAJE-II,,4303,1,35600,AMERICAS,0,44,0,YES,73500,0,0,0
UNIVIAJE-II,,4303,1,35600,AMERICAS,0,44,0,YES,80340,0,0,YES
UNIVIAJE-II,,4401,1,35601,VERSALLES,0,43,0,YES,42720,0,YES,0
UNIVIAJE-II,,4403,1,35601,VERSALLES,0,43,0,YES,48900,0,0,YES
UNIVIAJE-II,,3703,1,35610,MANZANARES,0,34,0,YES,32040,0,YES,0
UNIVIAJE-II,,3703,1,35610,MANZANARES,0,34,0,YES,34140,0,0,0
UNIVIAJE-II,,3703,1,35610,MANZANARES,0,34,0,YES,59280,0,0,YES
UNIVIAJE-II,,1202,1,35612,TEQUENDAMA,0,10,0,YES,30780,0,YES,0
UNIVIAJE-II,,1203,1,35612,TEQUENDAMA,0,10,0,YES,80520,0,0,YES
UNIVIAJE-II,,3101,1,35616,CAICEDO,0,42,0,YES,43740,0,YES,0
